name,gender
Rolando Bedoya,man
William Gomis,man
Rayanne dos Santos,woman
Renan Barao,man
Lerryan Douglas,man
Raoni Barcelos,man
Sam Alvey,man
Chris Mickle,man
Raulian Paiva,man
Johny Hendricks,man
Darren Till,man
Michael Page,man
Sean Sharaf,man
Karl Williams,man
Joe Lauzon,man
Raquel Pennington,woman
Jake Collier,man
Jumabieke Tuerxun,man
Kennedy Nzechukwu,man
Volkan Oezdemir,man
Rodrigo Sezinando,man
Istela Nunes,woman
Jack Hermansson,man
Juliana Miller,woman
Yusaku Kinoshita,man
Max Griffin,man
Natan Levy,man
Alexander Poppeck,man
Jasmine Jasudavicius,woman
Erick Silva,man
Anthony Perosh,man
Josiah Harrell,man
Eduarda Moura,woman
Dominick Cruz,man
Anthony Hamilton,man
Rose Namajunas,woman
Henry Cejudo,man
Terrance Saeteurn,man
Guido Cannetti,man
Donavon Frelow,man
Yazmin Jauregui,woman
Brian Ortega,man
Ronda Rousey,woman
Sean Strickland,man
Shayilan Nuerdanbieke,man
Damon Jackson,man
Islam Makhachev,man
Josh Hill,man
Billy Goff,man
Renato Moicano,man
Max Holloway,man
Marcio Barbosa,man
Alexander Hernandez,man
Victor Altamirano,man
Marcelo Rojo,man
Yanis Ghemmouri,man
Joseph Benavidez,man
Yohan Lainesse,man
Drako Rodriguez,man
Bassil Hafez,man
Josias Musasa,man
Tom Nolan,man
Ken Shamrock,man
John Makdessi,man
Kayla Harrison,woman
Xiaonan Yan,woman
Cesar Almeida,man
Azamat Bekoev,man
Joanne Calderwood,woman
Mark Kerr,man
Michael McDonald,man
Devonte Smith,man
Melissa Martinez,woman
Lucas Almeida,man
Jake Ellenberger,man
Jordan Vucenic,man
Marcus Brimage,man
Paul Craig,man
Said Nurmagomedov,man
Bruno Ferreira,man
Matt Schnell,man
Shanelle Dyer,woman
Luis Saldana,man
Joaquin Buckley,man
Tim Sylvia,man
Teruto Ishihara,man
Vanessa Demopoulos,woman
Kevin Lee,man
Cameron Saaiman,man
Conor McGregor,man
Jamie Varner,man
Chris Duncan,man
Justin Tafa,man
Spencer Fisher,man
Daniel Zellhuber,man
Andre Petroski,man
"Charles Oliveira
",man
Joanna Jędrzejczyk,woman
Ramazan Emeev,man
Jared Cannonier,man
Antonio Carlos Junior,man
Luana Pinheiro,woman
Alessandro Costa,man
Alexia Thainara,woman
Jordan Leavitt,man
Kevin Jousset,man
Roman Kopylov,man
Shonie Carter,man
Amanda Nunes,woman
Stipe Miocic,man
Elves Brener,man
Muin Gafurov,man
Hitomi Akano,man
Myktybek Orolbai,man
Weili Zhang,woman
Joshua Van,man
Jiri Procházka,man
Jiří Procházka,man
Sam Patterson,man
Alexander Volkov,man
Melissa Croden,woman
Jessica Andrade,woman
Robert Ruchala,man
Quillan Salkilld,man
Julianna Peña,woman
Jackson McVey,man
Bruna Brasil,woman
Shannon Ross,man
Ray Sefo,man
Mark Weir,man
Marion Reneau,woman
Santiago Luna,man
Alex Pereira,man
Rayanne Dos Santos,woman
Xiao Long,man
Aiemann Zahabi,man
Brad Pickett,man
Victoria Leonardo,woman
Randy Couture,man
Ramon Taveras,man
Peter Sobotta,man
Michel Pereira,man
Paul Felder,man
Brad Tavares,man
Marcin Prachnio,man
Rodolfo Bellato,man
Rafael Estevam,man
Daniel Cormier,man
Carlos Vera,man
Makwan Amirkhani,man
Rafael Fiziev,man
Cristian Quinonez,man
Terry Etim,man
Nasrudin Nasrudinov,man
Duane Ludwig,man
Tony Ferguson,man
Natalia Silva,woman
Jacobe Smith,man
Nikolas Motta,man
Mark Hominick,man
John Phillips,man
Felicia Spencer,woman
Rafael Alves,man
Akira Corassani,man
Farès Ziam,man
Hugo Cunha,man
Mateusz Rębecki,man
Benardo Sopaj,man
Ricardo Lamas,man
Alice Pereira,woman
Charles Oliveira,man
Azat Maksum,man
Nursulton Ruziboev,man
Court McGee,man
Joseph Morales,man
Kai Asakura,man
Azamat Murzakanov,man
Jamey Lyn Horth,woman
Mateus Mendonca,man
Eric Nolan,man
Abdul Razak Alhassan,man
Ailín Pérez,woman
Alexandr Romanov,man
Yair Rodriguez,man
Robert Whittaker,man
Daniel Pineda,man
Jeremy Kennedy,man
Drew Dober,man
Ty Miller,man
Macy Chiasson,woman
Kaynan Kruschewsky,man
Jai Herbert,man
Pat Sabatini,man
Joaquim Silva,man
Bryan Barberena,man
Jared Gordon,man
Joel Álvarez,man
Soa Palelei,man
Baergeng Jieleyisi,man
Rhys McKee,man
Neil Magny,man
Belal Muhammad,man
Yana Santos,woman
Patrick Cote,man
Joseph Lowry,man
Erin Blanchfield,woman
Chan Sung Jung,man
Irene Aldana,woman
Shane Young,man
Ryan Jimmo,man
Armen Petrosyan,man
Shimon Smotritsky,man
Don Shainis,man
Beneil Dariush,man
Dante Rivera,man
David Martínez,man
Hector Ramirez,man
Jean Silva,man
Caolan Loughran,man
Roberto Sanchez,man
Nordine Taleb,man
Jake Hadley,man
Dylan Budka,man
Alexa Grasso,woman
Raphael Assuncao,man
Johnny Case,man
Montserrat Rendon,woman
Rolando Perez,man
Austin Vanderford,man
Stewart Nicoll,man
Rodrigo Nascimento,man
Valentina Shevchenko,woman
Tuco Tokkos,man
Jake Matthews,man
Yan Xiaonan,woman
Petr Yan,man
Ailin Perez,woman
Maurice Greene,man
Andre Fili,man
Piera Rodriguez,woman
Tyson Pedro,man
SeokHyeon Ko,man
Anthony Hernandez,man
Ricky Turcios,man
Rashad Evans,man
Michael Aswell,man
Caio Borralho,man
JunYong Park,man
Yair Rodríguez,man
Davey Grant,man
Thomas Paull,man
Nurullo Aliev,man
Jacare Souza,man
Francis Marshall,man
Felipe Lima,man
Steve Erceg,man
Cheyanne Vlismas,woman
Tito Ortiz,man
Mirko Cro Cop,man
Danny Roberts,man
Mohammed Usman,man
Ariane Carnelossi,woman
Cody Garbrandt,man
Jussier Formiga,man
Steven Peterson,man
Eric Shelton,man
Miranda Maverick,woman
Aleksandar Rakić,man
Urijah Faber,man
Jonathan Martinez,man
Pedro Rizzo,man
DooHo Choi,man
Junyong Park,man
Nick Klein,man
Uroš Medić,man
Sheila Gaff,woman
Jason Knight,man
Augusto Sakai,man
Mayra Bueno Silva,woman
Diyar Nurgozhay,man
Roy Jones,man
Mashrabjon Ruzibaev,man
Mounir Lazzez,man
Tim Credeur,man
Matt Bessette,man
Gadzhi Omargadzhiev,man
Gillian Robertson,woman
Claudio Puelles,man
Ariane da Silva,woman
Stephan Bonnar,man
Khaos Williams,man
Chidi Njokuani,man
Sean Woodson,man
Jonathan Pearce,man
Guram Kutateladze,man
Ľudovit Klein,man
Sedriques Dumas,man
Takanori Gomi,man
Phil de Fries,man
Marvin Vettori,man
Thomas Petersen,man
Zach Reese,man
Makhmud Muradov,man
Kiefer Crosbie,man
Igor Severino,man
Edivan Santos,man
Evan Dunham,man
Tracy Cortez,woman
Eddie Wineland,man
Ricky Simón,man
Daron Cruickshank,man
Kevin Christian,man
Demetrious Johnson,man
Fabio Cherant,man
Daniil Donchenko,man
Anthony Smith,man
Julia Avila,woman
Polyana Viana,woman
Dominic Waters,man
Jorge Rivera,man
Jesse Ronson,man
Eugene Jackson,man
Yousri Belgaroui,man
Chase Hooper,man
Thiago Tavares,man
Daniel Barez,man
Jose Aldo,man
AJ Cunningham,man
Aljamain Sterling,man
Nick Aguirre,man
Damir Hadžović,man
Bobby Green,man
Molly McCann,woman
Veronica Hardy,woman
Chris Weidman,man
Alexander Gustafsson,man
Zachary Reese,man
Brian Bowles,man
Jonathan Micallef,man
Diego Lopes,man
Mario Bautista,man
Sergio Pettis,man
Michael Chiesa,man
Tommy McMillen,man
John Lineker,man
Landon Quinones,man
Zak Cummings,man
Cory McKenna,woman
Bryan Caraway,man
Jared Gooden,man
Zarah Fairn,woman
Matt Hughes,man
Viviane Araujo,woman
Gilbert Smith,man
Luis Gurule,man
Joanne Wood,woman
Lerone Murphy,man
Chris Leben,man
Shohei Nose,man
Paddy Pimblett,man
Yorgan De Castro,man
Nassourdine Imavov,man
Miles Johns,man
Victor Madrigal,man
Ian McCall,man
Mason Jones,man
Imanol Rodriguez,man
Mike Brown,man
Nathan Fletcher,man
Ottman Azaitar,man
Marina Rodriguez,woman
Danielle Taylor,woman
Bruno Lopes,man
Zac Pauga,man
Yushin Okami,man
Jon Jones,man
Renan Barão,man
Magomed Ankalaev,man
Bill Algeo,man
Muhammad Mokaev,man
Wanderlei Silva,man
Ramiz Brahimaj,man
Cub Swanson,man
Albert Tumenov,man
Brad Riddell,man
Yi Zha,man
Tallison Teixeira,man
Serghei Spivac,man
Phil Davis,man
Rafa García,man
Ricardo Arona,man
Aaron Phillips,man
Nate Maness,man
Saimon Oliveira,man
Jessica Aguilar,woman
Craig Jones,man
Khabib Nurmagomedov,man
Gabriel Santos,man
Carlos Condit,man
Kron Gracie,man
Allan Nascimento,man
Matt Frevola,man
Kyle Noke,man
Randa Markos,woman
Thiago Moisés,man
Daniel Roberts,man
Kaan Ofli,man
Preston Parsons,man
"Caio Borralho
",man
Rani Yahya,man
Charles Radtke,man
Darrius Flowers,man
Jack Cartwright,man
Anshul Jubli,man
Tim Means,man
Justin Sumter,man
Tecia Torres,woman
Luigi Vendramini,man
Cody Stamann,man
José Aldo,man
Gabe Green,man
Ryan Gandra,man
Eryk Anders,man
Kamaru Usman,man
Shavkat Rakhmonov,man
Rafael Natal,man
Ali Bagautinov,man
Mauricio Ruffy,man
Jose Daniel Medina,man
Kate Jackson,woman
Shane Burgos,man
Christos Giagos,man
Bubba McDaniel,man
Israel Adesanya,man
Victor Martinez,man
Stephanie Egger,woman
Drakkar Klose,man
Jeremia Siregar,man
Carlos Ulberg,man
Chad Hanekom,man
Nate Landwehr,man
Loik Radzhabov,man
Cain Velasquez,man
Cris Cyborg,woman
Jairzinho Rozenstruik,man
Zach Makovsky,man
Jennifer Maia,woman
Bec Rawlings,woman
Cody Gibson,man
Claudio Silva,man
Michael Bisping,man
David Martinez,man
Rizvan Kuniev,man
Carlos Candelario,man
Kyung Ho Kang,man
Priscila Cachoeira,woman
Movsar Evloev,man
Chris Barnett,man
Tainara Lisboa,woman
Josh Emmett,man
Tonya Evinger,woman
Sarah Kaufman,woman
Efrain Escudero,man
Trevin Jones,man
Vladimir Matyushenko,man
Samuel Sanches,man
Manuel Torres,man
Sergey Morozov,man
Arman Tsarukyan,man
Mike Davis,man
Top Kiwram,man
Zhang Mingyang,man
Josh Parisian,man
Mohammad Yahya,man
Alex Oliveira,man
Jimi Manuwa,man
Pat Miletich,man
Jim Miller,man
Yanal Ashmouz,man
Mark Choinski,man
Jimmy Flick,man
Luana Carolina,woman
Morgan Charrière,man
Ivana Petrovic,woman
Jéssica Andrade,woman
Kaue Fernandes,man
Serhiy Sidey,man
Anton Turkalj,man
Daniel Marcos,man
Frank Camacho,man
Luke Rockhold,man
Colby Thicknesse,man
Rafaello Oliveira,man
Marco Tulio,man
Michael Morales,man
SeungWoo Choi,man
Wes Schultz,man
SeungGuk Choi,man
Luana Santos,woman
Josiane Nunes,woman
Alden Coria,man
Christian Leroy Duncan,man
HanSeul Kim,man
Gil Castillo,man
Josh Hokit,man
Jarno Errens,man
Felipe Bunes,man
Edson Barboza,man
Pete Sell,man
Nick Fiore,man
Belal Muhammad,man
Jason Brilz,man
Maryna Moroz,woman
Julio Arce,man
Carol Foro,woman
Gregory Rodrigues,man
Randy Brown,man
Amir Albazi,man
Sergei Pavlovich,man
Gina Mazany,woman
Tatiana Suarez,woman
Din Thomas,man
Jimmie Rivera,man
John Moraga,man
Pedro Munhoz,man
Alberto Montes,man
Demian Maia,man
Dan Hardy,man
Daniel Lacerda,man
Ikram Aliskerov,man
Joshua Van,man
Germaine de Randamie,woman
Vicente Luque,man
Virna Jandiroba,woman
Djorden Santos,man
Miesha Tate,woman
Charlie Campbell,man
Jeremiah Wells,man
Shunichi Shimizu,man
Billy Elekana,man
Ion Cutelaba,man
Hyder Amil,man
Yancy Medeiros,man
Giga Chikadze,man
Dustin Stoltzfus,man
BJ Penn,man
Amanda Cooper,woman
Viviane Pereira,woman
Ateba Gautier,man
Joe Pyfer,man
Mario Pinto,man
Clint Hester,man
Neil Seery,man
Elias Garcia,man
Maycee Barber,woman
Sidney Outlaw,man
Kody Steele,man
Tyron Woodley,man
Toshiomi Kazama,man
Aleksandre Topuria,man
Brian Kelleher,man
Viviane Araújo,woman
Ciryl Gane,man
Mike Breeden,man
Robert Bryczek,man
Mateusz Rebecki,man
Islam Dulatov,man
Fabricio Werdum,man
Benoît Saint Denis,man
Diego Sanchez,man
Tabatha Ricci,woman
Tecia Pennington,woman
Don Madge,man
Malcolm Wellmaker,man
Pete Rodriguez,man
Ramazan Temirov,man
Li Jingliang,man
Nicolas Dalby,man
Muhammad Naimov,man
Julianna Pena,woman
Mike Lullo,man
Cody Haddon,man
Kevin Vallejos,man
Brunno Ferreira,man
Danny Silva,man
Karolina Kowalkiewicz,woman
Kyler Phillips,man
Nora Cornolle,woman
Derek Brunson,man
Chuck Liddell,man
Edgar Chairez,man
Zhalgas Zhumagulov,man
Walt Harris,man
TJ Brown,man
Carla Esparza,woman
Alice Ardelean,woman
Robbie Lawler,man
Caio Machado,man
Phil Rowe,man
Darren Stewart,man
Sodiq Yusuff,man
Emily Ducote,woman
Ihor Potieria,man
Shauna Bannon,woman
Damir Hadzovic,man
Jamal Pogues,man
Ibo Aslan,man
Aaron Pico,man
Shamil Gaziev,man
Melsik Baghdasaryan,man
Sara McMann,woman
Jose Delgado,man
JJ Aldrich,woman
Daniel Jolly,man
Trey Waters,man
Cristiano Marcello,man
Bogdan Grad,man
Loopy Godinez,woman
Marcus McGhee,man
Geoff Neal,man
Alexander Volkanovski,man
Jaqueline Amorim,woman
Markus Perez,man
Garrett Armfield,man
Edmen Shahbazyan,man
HyunSung Park,man
Austin Lingo,man
Liang Na,woman
Roxanne Modafferi,woman
Rafael Cerqueira,man
Tyson Nam,man
Chelsea Chandler,woman
Thiago Moises,man
Omari Akhmedov,man
Ketlen Souza,woman
Thiago Alves,man
Kazushi Sakuraba,man
Seth Baczynski,man
Warlley Alves,man
Andrei Arlovski,man
Wilson Reis,man
Louis Smolka,man
Hamdy Abdelwahab,man
Gerald Meerschaert,man
Denys Bondar,man
Dan Henderson,man
Fares Ziam,man
Kyle Daukaus,man
Daria,woman
Zhelezniakova,woman
Javid,man
Basharat,man
Pedro,man
Falcao,man
Adam,man
Fugitt,man
Shayna,woman
Baszler,woman
Loopy,woman
Godínez,woman
Randy,man
Brown,man
Jens,man
Pulver,man
Gabriel,man
Green,man
Chris,man
Gutierrez,man
Alonzo,man
Menifield,man
Louie,man
Sutherland,man
Issa,man
Isakov,man
Jason,man
Witt,man
Victor,man
Henry,man
Jack,man
Shore,man
Felice,woman
Herrig,woman
Lauren,woman
Murphy,man
Mateusz,man
Gamrot,man
Evan,man
Elder,man
Dione,woman
Barbosa,man
Mike,man
Malott,man
Wang,woman
Cong,woman
Sheldon,man
Westcott,man
Marnic,woman
Mann,woman
Jonathan,man
Brookins,man
Liz,woman
Carmouche,woman
Nicolae,man
Negumereanu,man
Zabit,man
Magomedsharipov,man
Lukasz,man
Brzeski,man
Paige,woman
VanZant,woman
Lucas,man
Martins,man
Song,man
Yadong,man
Elijah,man
Smith,man
Mitch,man
Ramirez,man
Miranda,woman
Matheus,man
Nicolau,man
Gavin,man
Tucker,man
Kyle,man
Nelson,man
Jean,man
Silva,man
Hailey,woman
Cowan,woman
Curtis,man
Miguel,man
Baeza,man
Kanako,woman
Murata,woman
Tatsuro,man
Taira,man
Ricardo,man
Ramos,man
Nate,man
Diaz,man
Nasrat,man
Haqparast,man
Melissa,woman
Mullins,woman
JeongYeong,man
Lee,man
Manon,woman
Fiorot,woman
Albert,man
Tadevosyan,man
Tresean,man
Gore,man
Juan,man
Espino,man
Prepolec,man
Alexandre,man
Pantoja,man
Alex,man
Reyes,man
Glover,man
Teixeira,man
Steven,man
Siler,man
Peter,man
Danesoe,man
Eliot,man
Marshall,man
Lina,woman
Lansberg,woman
Farid,man
Manny,man
Gamburyan,man
Trevin,man
Giles,man
Pablo,man
Garza,man
Nazim,man
Sadykhov,man
Lyoto,man
Machida,man
Niko,man
Price,man
Youssef,man
Zalal,man
Padilla,man
Keith,man
Jardine,man
Frank,man
Mir,man
Manolo,man
Zecchini,man
Nikolay,man
Veretennikov,man
Joselyne,woman
Edwards,man
Donovan,man
Beard,man
