name,gender
Cynthia Calvillo,woman
Jean Silva,man
Takashi Sato,man
Jeremy Stephens,man
Joanna Jędrzejczyk,woman
Volkan Oezdemir,man
Chuck Liddell,man
Eugene Jackson,man
Zhang Weili,woman
Muhammad Naimov,man
Bryan Battle,man
Yadier del Valle,man
Justin Sumter,man
Felice Herrig,woman
Glover Teixeira,man
Luis Saldana,man
Andre Fili,man
Renan Barao,man
Song Kenan,man
Carlos Hernandez,man
Daniel Frunza,man
Jonathan Brookins,man
Tuco Tokkos,man
Patrick Cote,man
Matthew Semelsberger,man
Myktybek Orolbai,man
Anthony Njokuani,man
Ricky Turcios,man
Malcolm Gordon,man
Nate Maness,man
Scott Jorgensen,man
Ethyn Ewing,man
Joselyne Edwards,woman
Jacob Silva,man
Nathaniel Wood,man
Adam Fugitt,man
Tim Elliott,man
Shanelle Dyer,woman
Shane Young,man
Dominick Cruz,man
Paulo Costa,man
Marlon Moraes,man
Eduarda Moura,woman
Omari Akhmedov,man
Max Gimenis,man
Raquel Pennington,woman
Felipe Lima,man
Luigi Vendramini,man
Jamall Emmers,man
Mike Breeden,man
Phil Hawes,man
Daria Zhelezniakova,woman
Damon Jackson,man
Derrick Lewis,man
Cody Durden,man
Evan Dunham,man
Carlos Leal,man
Luke Riley,man
Donovan Beard,man
Takanori Gomi,man
Kaue Fernandes,man
Alexander Volkanovski,man
JJ Aldrich,woman
Mark Hunt,man
Sam Patterson,man
Aaron Phillips,man
Jeremy Kennedy,man
Roger Huerta,man
Ailín Pérez,woman
Alexander Volkanovski,man
Andre Lima,man
Pedro Rizzo,man
Julija Stoliarenko,woman
Victor Henry,man
Sheldon Westcott,man
SeungGuk Choi,man
Jake Shields,man
"Charles Oliveira
",man
Ricardo Lamas,man
Tim Boetsch,man
Guilherme Pat,man
Marion Reneau,woman
Daniel Barez,man
Thiago Alves,man
Kazushi Sakuraba,man
Joshua Van,man
Dom Mar Fan,man
Punahele Soriano,man
Oumar Sy,man
Ariane da Silva,woman
Ignacio Bahamondes,man
Vanessa Demopoulos,woman
Josiane Nunes,woman
Felicia Spencer,woman
Fatima Kline,woman
Brunno Ferreira,man
Jimi Manuwa,man
Cody Haddon,man
Sergey Morozov,man
Jordan Leavitt,man
Sidney Outlaw,man
Katlyn Cerminara,woman
Li Jingliang,man
Kyle Nelson,man
Garrett Armfield,man
Dariya Zheleznyakova,woman
Mateus Mendonca,man
Kron Gracie,man
Augusto Sakai,man
Chris Curtis,man
Alan Patrick,man
Yi Zha,man
Joseph Benavidez,man
Clayton Carpenter,man
Tom Aspinall,man
Islam Dulatov,man
Terrance McKinney,man
Henry Cejudo,man
Pat Schilling,man
Vinicius Oliveira,man
Roberto Sanchez,man
Cameron Smotherman,man
Petr Yan,man
Shinya Aoki,man
Israel Adesanya,man
Ozzy Diaz,man
Lina Lansberg,woman
Adrian Yanez,man
James Llontop,man
HyunSung Park,man
Elise Reed,woman
Azat Maksum,man
Ernesta Kareckaite,woman
Cheyanne Vlismas,woman
Justin Tafa,man
Ian McCall,man
Alex Chambers,woman
Morgan Charrière,man
John Moraga,man
Bolaji Oki,man
Priscila Cachoeira,woman
Jack Della Maddalena,man
Nora Cornolle,woman
Joel Álvarez,man
Louis Lee Scott,man
Mackenzie Dern,woman
Valesca Machado,woman
Ramiz Brahimaj,man
Roy Jones,man
Seokhyeon Ko,man
Kevin Randleman,man
Yana Santos,woman
Ismael Bonfim,man
Matheus Camilo,man
Jesse Ronson,man
Collin Anglin,man
Phil de Fries,man
CJ Vergara,man
Aleksei Oleinik,man
Valerie Letourneau,woman
Bo Nickal,man
Jeka Saragih,man
Alan Jouban,man
Daermisi Zhawupasi,man
Denis Tiuliulin,man
Erick Silva,man
Kenichi Yamamoto,man
Irina Alekseeva,woman
Manel Kape,man
Quang Le,man
Benoit Saint Denis,man
Jimmy Flick,man
Darrius Flowers,man
Vinicius Cenci,man
Max Holloway,man
Ketlen Vieira,woman
Chris Clements,man
Matt Sayles,man
Viacheslav Borshchev,man
Jailton Almeida,man
Zarah Fairn,woman
Gabriel Bonfim,man
Bassil Hafez,man
Rafa García,man
Dalcha Lungiambula,man
Santiago Luna,man
Markus Perez,man
Diyar Nurgozhay,man
Dustin Stoltzfus,man
Bruno Lopes,man
Kauê Fernandes,man
Ali Bagautinov,man
Martin Buday,man
Edivan Santos,man
Cody Garbrandt,man
Vitor Belfort,man
Juan Espino,man
Shane Campbell,man
Tyson Nam,man
Mateusz Rebecki,man
Zubaira Tukhugov,man
Eric Shelton,man
Keith Jardine,man
Edson Gomez,man
Ed Herman,man
Nordine Taleb,man
Mateusz Gamrot,man
Amanda Nunes,woman
Rafael Cerqueira,man
Jonathan Pearce,man
Trevin Jones,man
Glaico Franca,man
BJ Penn,man
Manoel Sousa,man
Kyle Noke,man
Jessica Eye,woman
Mario Bautista,man
Renan Barão,man
Taila Santos,woman
Jonathan Martinez,man
Victor Hugo,man
Johny Hendricks,man
Brandon Davis,man
Joe Lauzon,man
Hannah Goldy,woman
Top Kiwram,man
Santiago Ponzinibbio,man
Mohammad Yahya,man
Kevin Vallejos,man
Zabit Magomedsharipov,man
Marnic Mann,woman
Carlos Newton,man
Darren Elkins,man
Zak Cummings,man
Tom Breese,man
Angel Pacheco,man
Matt Schnell,man
Jared Cannonier,man
Jacobe Smith,man
Imanol Rodriguez,man
Loma Lookboonmee,woman
Kay Hansen,woman
Gabriel Green,man
Vitor Ribeiro,man
Chris Mickle,man
Ketlen Souza,woman
David Onama,man
Austin Vanderford,man
Ante Delija,man
Trey Waters,man
Toshiomi Kazama,man
Roosevelt Roberts,man
Jamahal Hill,man
Rafaello Oliveira,man
Michael Trizano,man
Michael Bisping,man
Michal Figlak,man
Charlie Brenneman,man
Muhammad Mokaev,man
Val Woodburn,man
Fabricio Werdum,man
Giga Chikadze,man
Mashrabjon Ruzibaev,man
Jafel Filho,man
Michael Chiesa,man
Luana Carolina,woman
Ian Freeman,man
Ronda Rousey,woman
Dustin Jacoby,man
Carlos Condit,man
Fernando Padilla,man
Aleksandar Rakic,man
Marc Diakiese,man
Daniel Pineda,man
Alice Ardelean,woman
Alex Perez,man
Mickey Gall,man
Mateusz Rębecki,man
Bruno Silva,man
Michael Morales,man
Tony Ferguson,man
Miesha Tate,woman
Jean Matsumoto,man
Michal Oleksiejczuk,man
Kaan Ofli,man
Vitor Petrino,man
Gadzhi Omargadzhiev,man
SeokHyeon Ko,man
Angela Hill,woman
Jiří Procházka,man
Lyoto Machida,man
Chidi Njokuani,man
Jorge Rivera,man
Ricky Glenn,man
Jessica Penne,woman
Tommy McMillen,man
Dan Ige,man
Niko Price,man
Melissa Mullins,woman
Payton Talbott,man
Diego Sanchez,man
Calvin Kattar,man
Yuki Kondo,man
Matt Hughes,man
Kai Asakura,man
Jason Witt,man
Pat Miletich,man
Sam Alvey,man
Daniil Donchenko,man
Tony Gravely,man
Louie Sutherland,man
Frank Mir,man
Juliana Miller,woman
José Aldo,man
Rolando Bedoya,man
Tom Nolan,man
Carlos Prates,man
Cristiano Marcello,man
AJ Cunningham,man
Vicente Luque,man
Mike Malott,man
Julio Arce,man
Wang Cong,woman
Hailey Cowan,woman
Miranda Maverick,woman
Dante Rivera,man
Ramazan Emeev,man
Nazim Sadykhov,man
Kamuela Kirk,man
Ailin Perez,woman
Kris Moutinho,man
JunYong Park,man
Zachary Borrego,man
Luana Pinheiro,woman
Alfred Khashakyan,man
Brad Katona,man
Will Brooks,man
Alexandre Pantoja,man
Gerald Meerschaert,man
Youssef Zalal,man
Abdul Razak Alhassan,man
Yair Rodriguez,man
Trevin Giles,man
Diego Brandão,man
Alexander Volkov,man
Miguel Baeza,man
Sedriques Dumas,man
Jared Gooden,man
Anthony Hamilton,man
Leon Edwards,man
Denzel Freeman,man
Drew Dober,man
Chris Weidman,man
Tim Means,man
Polyana Viana,woman
Shauna Bannon,woman
Al Iaquinta,man
Karl Williams,man
Steven Nguyen,man
Rodolfo Bellato,man
André Fialho,man
Din Thomas,man
Darren Till,man
Joanne Calderwood,woman
Gil Castillo,man
Joanderson Brito,man
Liz Carmouche,woman
Julianna Peña,woman
Alexandr Romanov,man
Tabatha Ricci,woman
Sean Sharaf,man
Emrah Sonmez,man
Terry Etim,man
Tereza Bleda,woman
Cub Swanson,man
Michael Page,man
Michael McDonald,man
Dominic Waters,man
Nazim Sadykhov,man
Diana Belbita,woman
Carol Foro,woman
Islam Makhachev,man
Beneil Dariush,man
Michael Aswell,man
Kaynan Kruschewsky,man
Brett Johns,man
Brendon Marotte,man
"Michael Morales
",man
Rei Tsuruya,man
John Phillips,man
Mason Jones,man
Kamaru Usman,man
Cris Cyborg,woman
Khabib Nurmagomedov,man
Rodrigo Sezinando,man
Xiaonan Yan,woman
Gillian Robertson,woman
Nik Lentz,man
Brandon Royval,man
Ryan Jensen,man
Paige VanZant,woman
Bogdan Grad,man
Brad Riddell,man
Mateus Mendonça,man
Jeremiah Wells,man
Joanna Jedrzejczyk,woman
Mark Kerr,man
Andrei Arlovski,man
Arnold Allen,man
Misha Cirkunov,man
Tallison Teixeira,man
Nate Diaz,man
Kevin Lee,man
Randa Markos,woman
Michael Johnson,man
Michael Chandler,man
Diego Nunes,man
Ty Miller,man
Connor Matthews,man
Manon Fiorot,woman
Max Griffin,man
Marlon Vera,man
Cody Stamann,man
Germaine de Randamie,woman
Patricio Freire,man
Demetrious Johnson,man
Kyle Daukaus,man
Kevin Natividad,man
Rani Yahya,man
Alex Pereira,man
Pat Barry,man
Rayanne dos Santos,woman
Thomas Almeida,man
Landon Quinones,man
AJ Dobson,man
Nick Fiore,man
Jamie Varner,man
Ramon Taveras,man
Piera Rodriguez,woman
Roman Kopylov,man
Alonzo Menifield,man
Brad Pickett,man
Ivana Petrovic,woman
Tereza Bledá,woman
Cameron Rowston,man
Davey Grant,man
Junyong Park,man
Jacare Souza,man
Elias Theodorou,man
Joaquin Buckley,man
DooHo Choi,man
James Vick,man
Mark Madsen,man
Thiago Moisés,man
Alvin Hines,man
Bryce Mitchell,man
Robelis Despaigne,man
Malcolm Wellmaker,man
Emily Ducote,woman
Tai Tuivasa,man
Kelvin Gastelum,man
Daniel Santos,man
Claudio Puelles,man
Forrest Griffin,man
Liang Na,woman
Steve Erceg,man
Sarah Kaufman,woman
Bryce Mitchell,man
Joe Pyfer,man
Daniel Lacerda,man
Geoff Neal,man
Johnny Case,man
Gabriel Miranda,man
Yushin Okami,man
Bill Algeo,man
Marcin Prachnio,man
Muin Gafurov,man
Macy Chiasson,woman
Randall Wallace,man
Neil Seery,man
Karolina Kowalkiewicz,woman
Ramiro Jimenez,man
Joe Doerksen,man
Josefine Knutsson,woman
Shohei Nose,man
Marek Bujlo,man
Diego Lopes,man
Mick Parkin,man
Sean Brady,man
Chepe Mariscal,man
Danny Silva,man
Daniel Marcos,man
Tyron Woodley,man
Nyamjargal Tumendemberel,man
Ken Shamrock,man
Carla Esparza,woman
Akira Corassani,man
Austen Lane,man
Thiago Santos,man
Mauricio Ruffy,man
Yuneisy Duben,woman
Soa Palelei,man
Dakota Bush,man
Tim Credeur,man
Nasrat Haqparast,man
Brandon Moreno,man
Karol Rosa,woman
Ray Sefo,man
Drako Rodriguez,man
Bryan Barberena,man
Tito Ortiz,man
TJ Brown,man
Amanda Cooper,woman
Kayla Harrison,woman
Ryan Loder,man
Rayanne Dos Santos,woman
Rory MacDonald,man
Cristian Quinonez,man
Julia Avila,woman
Amanda Lemos,woman
Steven Peterson,man
Torrez Finney,man
Anshul Jubli,man
Marcos Da Matta,man
Mitch Ramirez,man
Claudia Gadelha,woman
Ross Pearson,man
Denise Gomes,woman
Said Nurmagomedov,man
Rose Namajunas,woman
Jordan Vucenic,man
Diego Lopes,man
Albert Tumenov,man
MarQuel Mederos,man
Nicolae Negumereanu,man
Nurullo Aliev,man
Dan Hardy,man
Clay Guida,man
Billy Elekana,man
Lerone Murphy,man
Melsik Baghdasaryan,man
Jose Johnson,man
Farès Ziam,man
Chad Mendes,man
Jair Farias,man
Lukasz Brzeski,man
Armen Petrosyan,man
Victor Madrigal,man
Shannon Ross,man
David Dvorak,man
Josh Culibao,man
Donald Cerrone,man
Caio Machado,man
Thomas Gifford,man
Da Woon Jung,man
Brandon Lewis,man
Josh Quinlan,man
Kyoji Horiguchi,man
Justin Gaethje,man
Tofiq Musayev,man
Alessandro Costa,man
Don Shainis,man
Marcelo Rojo,man
Michel Pereira,man
Tonya Evinger,woman
Francis Ngannou,man
Carlston Harris,man
Marcus Brimage,man
Gilbert Melendez,man
Dustin Ortiz,man
Ricardo Arona,man
Marcos Brigagao,man
Jeremia Siregar,man
Harry Hardwick,man
Andre Ewell,man
Fares Ziam,man
Chris Fishgold,man
Alex Reyes,man
Sean Strickland,man
Mirko Cro Cop,man
Amir Albazi,man
Marcin Tybura,man
Victor Martinez,man
Rodolfo Vieira,man
Bekzat Almakhan,man
Manolo Zecchini,man
Clint Hester,man
Anderson Silva,man
Roberto Romero,man
Thomas Paull,man
Ibo Aslan,man
Rafael dos Anjos,man
Jose Ochoa,man
Yanis Ghemmouri,man
Barb Honchak,woman
Danielle Taylor,woman
Kevin Holland,man
Isaac Thomson,man
Nina Nunes,woman
Efrain Escudero,man
Dan Hooker,man
Wanderlei Silva,man
Serghei Spivac,man
Evan Elder,man
Daniel Cormier,man
Danny Roberts,man
Pete Rodriguez,man
Sheila Gaff,woman
Ariane Carnelossi,woman
Jose Delano,man
Kevin Jousset,man
Nick Diaz,man
Dooho Choi,man
Nick Aguirre,man
Gabriel Santos,man
Zhalgas Zhumagulov,man
Kanako Murata,woman
Alexa Grasso,woman
Veronica Hardy,woman
Stephen Thompson,man
Marcus McGhee,man
Josh Emmett,man
Axel Sola,man
Orion Cosce,man
Umar Nurmagomedov,man
Norma Dumont,woman
Shonie Carter,man
Manuel Torres,man
Bruna Brasil,woman
Lauren Murphy,woman
Rizvan Kuniev,man
Austin Hubbard,man
Mitch Raposo,man
Natan Levy,man
Peter Sobotta,man
Jennifer Maia,woman
Jai Herbert,man
Alexia Thainara,woman
Shavkat Rakhmonov,man
Rhys McKee,man
Robert Bryczek,man
Jamie Pickett,man
Belal Muhammad,man
Tatiana Suarez,woman
Virna Jandiroba,woman
Andre Petroski,man
Montserrat Rendon,woman
Wilson Reis,man
Lucas Rocha,man
Vladimir Matyushenko,man
Cody Brundage,man
Wes Schultz,man
Jens Pulver,man
Thomas Petersen,man
Luis Gurule,man
Cameron Saaiman,man
Paul Felder,man
Mike Lullo,man
Fabio Cherant,man
Juancamilo Ronderos,man
Ian Loveland,man
Sodiq Yusuff,man
Jack Della Maddalena,man
Julian Erosa,man
Raoni Barcelos,man
Makhmud Muradov,man
Emily Whitmire,woman
Holly Holm,woman
Neil Magny,man
Derek Brunson,man
Steve Garcia,man
Iwo Baraniewski,man
Johnny Eduardo,man
Elijah Smith,man
John Lineker,man
Nikolay Veretennikov,man
Urijah Faber,man
David Lee,man
Melissa Croden,woman
Elves Brener,man
Matt Serra,man
Bevon Lewis,man
Felipe dos Santos,man
Bruno Ferreira,man
Ludovit Klein,man
Istela Nunes,woman
Billy Quarantillo,man
Ryan Spann,man
Jimmie Rivera,man
"Gregory Rodrigues
",man
Yan Xiaonan,woman
Melissa Martinez,woman
Kevin Christian,man
Tim Sylvia,man
Jack Jenkins,man
Jim Miller,man
Martin Kampmann,man
Hyder Amil,man
Kevin Jackson,man
Vinc Pichel,man
Dylan Budka,man
Magomed Ankalaev,man
Daniel Jolly,man
Dequan Townsend,man
Alexander Gustafsson,man
Ion Cutelaba,man
Sergio Pettis,man
Andre Muniz,man
Bec Rawlings,woman
Klidson Abreu,man
Cody Gibson,man
Xiao Long,man
Alistair Overeem,man
David Martinez,man
Sean Woodson,man
Bryan Caraway,man
Kyung Ho Kang,man
Shayilan Nuerdanbieke,man
Makwan Amirkhani,man
Tagir Ulanbekov,man
Seth Baczynski,man
Song Yadong,man
John Dodson,man
Thiago Moises,man
Yoel Romero,man
Ange Loosa,man
Warlley Alves,man
David Zawada,man
Gilbert Urbina,man
Jesus Aguilar,man
Teruto Ishihara,man
Joe Ellenberger,man
Kennedy Nzechukwu,man
Johnny Walker,man
Gina Mazany,woman
Alex Morono,man
Natalia Silva,woman
Jamie Mullarkey,man
Danny Barlow,man
Claudio Silva,man
Brian Kelleher,man
Yousri Belgaroui,man
Kurt Pellegrino,man
Grant Dawson,man
Allan Nascimento,man
Nikolas Motta,man
Zhang Mingyang,man
Aleksandre Topuria,man
Bobby Green,man
Rogério Bontorin,man
Jake Hadley,man
Renato Moicano,man
Dave Menne,man
Chris Gutierrez,man
Nursulton Ruziboev,man
Maryna Moroz,woman
Jonathan Micallef,man
Kyle Prepolec,man
Jasmine Jasudavicius,woman
Jackson McVey,man
Yorgan De Castro,man
Colby Covington,man
Dione Barbosa,woman
Zach Makovsky,man
Devonte Smith,man
Taylor Lapilus,man
Jason High,man
Zachary Reese,man
Rafael Dos Anjos,man
Rafael Alves,man
Andreas Michailidis,man
Guram Kutateladze,man
Luana Santos,woman
Christian Leroy Duncan,man
Benoît Saint Denis,man
Kate Jackson,woman
Andrey Pulyaev,man
Devin Powell,man
Carlos Ulberg,man
Shayna Baszler,woman
Chris Leben,man
"Caio Borralho
",man
Ian Heinisch,man
Phil Davis,man
Jumabieke Tuerxun,man
Frank Camacho,man
Jason Brilz,man
Stewart Nicoll,man
Roman Dolidze,man
Tainara Lisboa,woman
Valter Walker,man
Diego Brandao,man
Azamat Murzakanov,man
Pablo Garza,man
Sara McMann,woman
Belal Muhammad,man
Tamires Vidal,woman
Nasrudin Nasrudinov,man
Steven Asplund,man
Mariya Agapova,woman
Rico DiSciullo,man
Eryk Anders,man
Timur Valiev,man
Jose Daniel Medina,man
Stephanie Egger,woman
Will Chope,man
Marco Tulio,man
Yazmin Jauregui,woman
Igor Severino,man
Jussier Formiga,man
Jose Delgado,man
Kenny Florian,man
HanSeul Kim,man
Gregory Rodrigues,man
Ivan Erslan,man
Sean Soriano,man
Billy Goff,man
Mashrabjon Ruziboev,man
Mark Weir,man
André Muniz,man
Baergeng Jieleyisi,man
Nate Quarry,man
Hugo Cunha,man
Rob Font,man
Rafael Estevam,man
Rodrigo Nascimento,man
Khamzat Chimaev,man
Ateba Gautier,man
Donavon Frelow,man
Trey Ogden,man
Dusko Todorovic,man
Loopy Godínez,woman
Rob Wilkinson,man
Louis Jourdain,man
Gavin Tucker,man
Lodune Sincaid,man
Jake Matthews,man
Devin Clark,man
Nikolas Motta,man
Ľudovit Klein,man
Mayra Bueno Silva,woman
Anthony Hernandez,man
Joe Soto,man
Klaudia Sygula,woman
Molly McCann,woman
Esteban Ribovics,man
Aiemann Zahabi,man
Damir Hadžović,man
Andreas Gustafsson,man
Serhiy Sidey,man
Erin Blanchfield,woman
Peter Danesoe,man
Randy Brown,man
Caolan Loughran,man
Steven Siler,man
Mark Coleman,man
Jhonata Diniz,man
Don Madge,man
Mohammed Usman,man
Terrance Saeteurn,man
Saygid Izagakhmaev,man
Zach Reese,man
Stephan Bonnar,man
Joshua Van,man
DeAnna Bennett,woman
Joseph Morales,man
Landon Quiñones,man
Cory Sandhagen,man
Anthony Pettis,man
Mounir Lazzez,man
Preston Parsons,man
Jack Cartwright,man
Ikram Aliskerov,man
Rafa Garcia,man
Rinat Fakhretdinov,man
Shimon Smotritsky,man
Eric McConico,man
William Gomis,man
Jorge Masvidal,man
Pawel Pawlak,man
Tyson Pedro,man
Eddie Wineland,man
Rogerio Bontorin,man
Jamey Lyn Horth,woman
Emiliano Sordi,man
Hitomi Akano,man
Jalin Turner,man
Victor Altamirano,man
Mandel Nallo,man
Anthony Perosh,man
Nick Klein,man
Charles Oliveira,man
Lucas Martins,man
Viviane Araujo,woman
Joel Alvarez,man
Mike Davis,man
Pearl Gonzalez,woman
Anton Turkalj,man
Dustin Poirier,man
John Castaneda,man
Randy Couture,man
Marcus Buchecha,man
Yusaku Kinoshita,man
Nathan Fletcher,man
Damir Ismagulov,man
Mike Guymon,man
Luke Rockhold,man
Kyler Phillips,man
Josias Musasa,man
Amanda Ribas,woman
Pat Sabatini,man
Nicolas Dalby,man
Miles Johns,man
Samuel Sanches,man
Charles Johnson,man
Mike Brown,man
Phil Rowe,man
Valentina Shevchenko,woman
Yair Rodríguez,man
Chad Anheliger,man
Robert Ruchala,man
