name,gender
Colby Covington,man
Christian Rodriguez,man
André Fialho,man
Jamie Mullarkey,man
Pete Sell,man
John Dodson,man
Viviane Pereira,woman
Fares Ziam,man
Drako Rodriguez,man
Daniel Roberts,man
Kai Asakura,man
Rogério Bontorin,man
Nikolas Motta,man
Lucas Rocha,man
Shauna Bannon,woman
Lerryan Douglas,man
Mike Breeden,man
Azamat Bekoev,man
Mario Pinto,man
Hailey Cowan,woman
Rafaello Oliveira,man
Yana Santos,woman
Diana Belbita,woman
Alan Jouban,man
Xiao Long,man
Jared Gordon,man
Quillan Salkilld,man
Ludovit Klein,man
Ailin Perez,woman
Shinya Aoki,man
Matheus Camilo,man
Benoit Saint Denis,man
Armen Petrosyan,man
Mike Malott,man
Jéssica Andrade,woman
Josefine Knutsson,woman
Loik Radzhabov,man
Daniel Santos,man
Taylor Moore,man
Jamey Lyn Horth,woman
André Muniz,man
Chuck Liddell,man
Daniel Frunza,man
Daniil Donchenko,man
Jeremy Stephens,man
Bruno Ferreira,man
Ali Bagautinov,man
Carol Foro,woman
Diego Sanchez,man
Ariane Carnelossi,woman
Steve Garcia,man
Chepe Mariscal,man
Issa Isakov,man
Felipe dos Santos,man
Irina Alekseeva,woman
Jairzinho Rozenstruik,man
Maryna Moroz,woman
Carlos Leal,man
Ilia Topuria,man
Trey Waters,man
Nasrudin Nasrudinov,man
Andre Ewell,man
Jessica Andrade,woman
Dakota Bush,man
Spencer Fisher,man
Cesar Almeida,man
Bassil Hafez,man
Colby Thicknesse,man
Chad Hanekom,man
Jennifer Maia,woman
Tonya Evinger,woman
Marcos Da Matta,man
Will Santiago,man
Orion Cosce,man
Joe Doerksen,man
Jordan Vucenic,man
Craig White,man
Julianna Pena,woman
Sarah Kaufman,woman
Belal Muhammad,man
Askar Askarov,man
Elias Garcia,man
Thiago Moises,man
Islam Makhachev,man
Max Holloway,man
Shanelle Dyer,woman
Rizvan Kuniev,man
Martin Buday,man
Edson Barboza,man
Caolan Loughran,man
Josh Hill,man
Irene Aldana,woman
Mario Bautista,man
Jason High,man
Luis Saldana,man
Julius Walker,man
Lucas Martins,man
Djorden Santos,man
Aaron Phillips,man
Shohei Nose,man
Antonio Rogerio Nogueira,man
Marc Diakiese,man
Iasmin Lucindo,woman
Rinat Fakhretdinov,man
Junyong Park,man
Kevin Natividad,man
Ricardo Ramos,man
Justin Gaethje,man
Jacobe Smith,man
Jack Cartwright,man
Elves Brener,man
Gina Mazany,woman
Impa Kasanganay,man
Frank Camacho,man
Alfred Khashakyan,man
Devonte Smith,man
Antonio Carlos Junior,man
Darrius Flowers,man
AJ Cunningham,man
Ross Pearson,man
Kaue Fernandes,man
David Martínez,man
Jake Collier,man
Yoel Romero,man
Chidi Njokuani,man
Roman Dolidze,man
Thiago Tavares,man
Nora Cornolle,woman
Jose Johnson,man
Ariane da Silva,woman
Ernesta Kareckaite,woman
Karolina Kowalkiewicz,woman
Luke Riley,man
Anthony Smith,man
Joe Lauzon,man
Viviane Araujo,woman
Andrey Pulyaev,man
David Loiseau,man
Jacob Silva,man
Alexander Gustafsson,man
Pedro Rizzo,man
Kyle Daukaus,man
Aiemann Zahabi,man
Kiefer Crosbie,man
Baergeng Jieleyisi,man
Daniel Jolly,man
Manny Gamburyan,man
Nasrat Haqparast,man
Daniel Lacerda,man
Joshua Van,man
Tim Elliott,man
Austin Lingo,man
Wang Cong,woman
Ed Herman,man
Yuneisy Duben,woman
Umar Nurmagomedov,man
Yushin Okami,man
Shavkat Rakhmonov,man
CJ Vergara,man
Stephanie Egger,woman
Cory McKenna,woman
Ricky Simon,man
Marcus McGhee,man
Guido Cannetti,man
Juancamilo Ronderos,man
Raphael Assuncao,man
Loopy Godínez,woman
Kyoji Horiguchi,man
Myron Dennis,man
Israel Adesanya,man
"Michael Morales
",man
Luana Carolina,woman
Andre Muniz,man
Danny Barlow,man
AJ Dobson,man
Jack Jenkins,man
Gabriel Benitez,man
Joanne Calderwood,woman
Alex Oliveira,man
Angela Hill,woman
Billy Elekana,man
Gil Castillo,man
Trevin Giles,man
Nordine Taleb,man
Charlie Campbell,man
Bobby Green,man
Diego Nunes,man
Gabriel Green,man
Molly McCann,woman
Jamall Emmers,man
Cody Brundage,man
Murtaza Talha,man
Roosevelt Roberts,man
Deiveson Figueiredo,man
Terrance Saeteurn,man
Alex Morono,man
Jens Pulver,man
Rhys McKee,man
Thiago Santos,man
Zhang Lipeng,man
Amanda Cooper,woman
Jason Knight,man
Nina Nunes,woman
Don Madge,man
"Caio Borralho
",man
Diego Lopes,man
Matthew Semelsberger,man
Josh Quinlan,man
Alessandro Costa,man
Jasmine Jasudavicius,woman
Jake Ellenberger,man
Daron Cruickshank,man
Nick Fiore,man
Shayilan Nuerdanbieke,man
Dan Hooker,man
Jessica Aguilar,woman
Jarno Errens,man
Marco Tulio,man
Joanne Wood,woman
Cody Haddon,man
Alex Reyes,man
Iwo Baraniewski,man
Tresean Gore,man
Toshiomi Kazama,man
Anton Turkalj,man
Yaroslav Amosov,man
Chelsea Chandler,woman
Jeremiah Wells,man
Tony Gravely,man
Don Shainis,man
Muin Gafurov,man
Said Nurmagomedov,man
Denise Gomes,woman
Dave Menne,man
Chris Weidman,man
Michael Aswell,man
Jair Farias,man
Julia Avila,woman
Peter Danesoe,man
Yair Rodriguez,man
Nicolas Dalby,man
Cameron Smotherman,man
Diego Ferreira,man
Nazim Sadykhov,man
Melissa Martinez,woman
Marina Rodriguez,woman
Mick Parkin,man
Carlos Condit,man
Louis Lee Scott,man
Kevin Vallejos,man
Lucas Alexander,man
Misha Cirkunov,man
Karl Williams,man
Neil Seery,man
Augusto Sakai,man
BJ Penn,man
Li Jingliang,man
Terrance McKinney,man
Pete Rodriguez,man
Phil Hawes,man
Yair Rodríguez,man
Ailín Pérez,woman
Cameron Saaiman,man
Val Woodburn,man
Mandel Nallo,man
Piera Rodriguez,woman
Chris Barnett,man
Song Yadong,man
Jorge Rivera,man
Guilherme Pat,man
Roger Huerta,man
Claudio Silva,man
Jeong Yeong Lee,man
Nate Maness,man
Michael Trizano,man
Natan Levy,man
Kanako Murata,woman
Kayla Harrison,woman
Austin Hubbard,man
Phil Rowe,man
Allan Nascimento,man
Santiago Ponzinibbio,man
Rogerio Bontorin,man
Randall Wallace,man
Takashi Sato,man
John Moraga,man
Alvin Hines,man
Alonzo Menifield,man
Stewart Nicoll,man
Nick Diaz,man
Neil Magny,man
Eddie Wineland,man
Dustin Jacoby,man
Nate Diaz,man
Alexander Volkanovski,man
Mitch Ramirez,man
Steven Siler,man
Marlon Moraes,man
Marek Bujlo,man
Matt Schnell,man
Yanal Ashmouz,man
Shimon Smotritsky,man
Priscila Cachoeira,woman
Ignacio Bahamondes,man
Din Thomas,man
Steven Asplund,man
Renzo Gracie,man
Sedriques Dumas,man
Victor Martinez,man
Louis Jourdain,man
Jonathan Micallef,man
Shamil Gaziev,man
Aleksandre Topuria,man
Carlos Candelario,man
Alexa Grasso,woman
Manolo Zecchini,man
Magomed Ankalaev,man
Ketlen Souza,woman
Tom Aspinall,man
Elias Theodorou,man
Sam Patterson,man
Anthony Njokuani,man
Yorgan De Castro,man
Zhang Weili,woman
Tereza Bleda,woman
Tecia Pennington,woman
Tagir Ulanbekov,man
Mike Guymon,man
Paul Craig,man
Kevin Borjas,man
Kaynan Kruschewsky,man
Tim Boetsch,man
Bubba McDaniel,man
Clay Guida,man
Victor Altamirano,man
Charlie Brenneman,man
Alexia Thainara,woman
Chris Curtis,man
Patrick Cote,man
Mike Lullo,man
Mateusz Gamrot,man
Eugene Jackson,man
Vitor Ribeiro,man
Sean Soriano,man
Mackenzie Dern,woman
Joshua Van,man
Mounir Lazzez,man
Yanis Ghemmouri,man
Mayra Bueno Silva,woman
Ikram Aliskerov,man
Eliot Marshall,man
Hector Ramirez,man
Michael Morales,man
Kris Moutinho,man
Daniel Zellhuber,man
Paulo Costa,man
Ange Loosa,man
Danilo Suzart,man
Uran Satybaldiev,man
Vinicius Oliveira,man
Will Brooks,man
Josh Culibao,man
Kyler Phillips,man
Serghei Spivac,man
Ricky Simón,man
Victor Madrigal,man
Luigi Vendramini,man
Dustin Poirier,man
Islam Dulatov,man
Rodolfo Vieira,man
Giga Chikadze,man
Isaac Thomson,man
Charles Johnson,man
Rob Wilkinson,man
Robert Ruchala,man
Mashrabjon Ruzibaev,man
Manoel Sousa,man
Dalcha Lungiambula,man
Kyle Nelson,man
Jesus Aguilar,man
SeokHyeon Ko,man
Kaan Ofli,man
William Gomis,man
Khamzat Chimaev,man
Brendan Allen,man
Emily Ducote,woman
Mashrabjon Ruziboev,man
Kenichi Yamamoto,man
Cris Cyborg,woman
Valesca Machado,woman
Aleksei Oleinik,man
Isaac Dulgarian,man
Matheus Nicolau,man
Joanna Jedrzejczyk,woman
Renan Barao,man
Tim Sylvia,man
Sergio Pettis,man
Charles Oliveira,man
Clint Hester,man
MarQuel Mederos,man
Karine Silva,woman
Zac Pauga,man
Kody Steele,man
Melissa Mullins,woman
Derrick Lewis,man
Yadier del Valle,man
Aleksandar Rakić,man
James Vick,man
Alexandr Romanov,man
Vanessa Demopoulos,woman
Michael Bisping,man
Dooho Choi,man
Julia Polastri,woman
Bo Nickal,man
Jason Brilz,man
Josh Emmett,man
Mirko Cro Cop,man
Tofiq Musayev,man
Talita Alencar,woman
Carlos Prates,man
Brandon Lewis,man
Muhammad Naimov,man
Fabricio Werdum,man
Randy Brown,man
Trey Ogden,man
Marcio Barbosa,man
Youssef Zalal,man
Jailton Almeida,man
Demian Maia,man
Ismael Bonfim,man
Gaston Bolanos,man
Felice Herrig,woman
Makwan Amirkhani,man
Zabit Magomedsharipov,man
Pedro Munhoz,man
Cody Stamann,man
Ramiz Brahimaj,man
Michel Pereira,man
Cameron Rowston,man
Glaico Franca,man
Derek Brunson,man
Francisco Prado,man
Nurullo Aliev,man
JunYong Park,man
Jeremia Siregar,man
Dan Henderson,man
Katlyn Cerminara,woman
Jim Miller,man
Taiyilake Nueraji,man
Luke Rockhold,man
Aaron Pico,man
Walt Harris,man
Cristian Quinonez,man
Jeremy Kennedy,man
Joanna Jędrzejczyk,woman
Amanda Lemos,woman
Nikita Krylov,man
Eric Shelton,man
Ihor Potieria,man
Sidney Outlaw,man
Da Woon Jung,man
Rob Font,man
Lyoto Machida,man
Francisco Trinaldo,man
Joseph Benavidez,man
Billy Quarantillo,man
Gabe Green,man
Dan Ige,man
Punahele Soriano,man
Donavon Frelow,man
Soa Palelei,man
Emiliano Sordi,man
Viacheslav Borshchev,man
Jorge Masvidal,man
Chris Duncan,man
Hugo Cunha,man
Tito Ortiz,man
Vitor Belfort,man
HyunSung Park,man
Stephan Bonnar,man
Jose Daniel Medina,man
Benardo Sopaj,man
Joe Pyfer,man
Ciryl Gane,man
Josh Hokit,man
Joseph Morales,man
Kevin Randleman,man
Joanderson Brito,man
John Lineker,man
Demetrious Johnson,man
Kyung Ho Kang,man
Marcelo Rojo,man
Paul Felder,man
Carlos Ulberg,man
Farid Basharat,man
Mason Jones,man
Jonathan Brookins,man
Danny Castillo,man
José Aldo,man
Ricky Turcios,man
Jacare Souza,man
Kurt Pellegrino,man
Maki Pitolo,man
Elijah Smith,man
Denys Bondar,man
Liang Na,woman
Tainara Lisboa,woman
Jacqueline Cavalcanti,woman
Davey Grant,man
Thomas Petersen,man
Darren Till,man
Yohan Lainesse,man
Diyar Nurgozhay,man
Darren Stewart,man
Liz Carmouche,woman
Ty Miller,man
Emrah Sonmez,man
Charalampos Grigoriou,man
Khaos Williams,man
Nassourdine Imavov,man
Barb Honchak,woman
Tecia Torres,woman
Mark Choinski,man
Urijah Faber,man
Ozzy Diaz,man
Tai Tuivasa,man
Chris Leben,man
Hyder Amil,man
Thiago Alves,man
Adrian Yanez,man
Daniel Pineda,man
Nursulton Ruziboev,man
Eric Nolan,man
Jimmy Crute,man
Arman Tsarukyan,man
Gregory Rodrigues,man
Brian Kelleher,man
Scott Jorgensen,man
Ramazan Temirov,man
Pat Barry,man
Jack Della Maddalena,man
Glover Teixeira,man
Ketlen Vieira,woman
Aleksandar Rakic,man
Manon Fiorot,woman
Marcin Tybura,man
Takanori Gomi,man
Zarah Fairn,woman
Felipe Bunes,man
Marnic Mann,woman
Rory MacDonald,man
Cain Velasquez,man
Jiri Procházka,man
Ryan Spann,man
Tatsuro Taira,man
Tyson Nam,man
Landon Quiñones,man
Nariman Abbasov,man
Luis Pena,man
Chris Mickle,man
Ottman Azaitar,man
Belal Muhammad,man
Gavin Tucker,man
Terry Etim,man
Jack Della Maddalena,man
Nikolas Motta,man
Francis Ngannou,man
Kevin Lee,man
Brad Katona,man
Raoni Barcelos,man
Matt Hughes,man
Tom Breese,man
Brian Ortega,man
Mark Madsen,man
Kurt Holobaugh,man
Evan Dunham,man
Ante Delija,man
Edivan Santos,man
Valerie Letourneau,woman
Uriah Hall,man
Miranda Maverick,woman
Ryan Gandra,man
Holly Holm,woman
Alexander Poppeck,man
Kate Jackson,woman
Jared Cannonier,man
Jimmie Rivera,man
Lerone Murphy,man
Jai Herbert,man
Zubaira Tukhugov,man
Erick Silva,man
Matt Bessette,man
Ahmad Hassanzada,man
Damir Ismagulov,man
Charles Jourdain,man
Zhalgas Zhumagulov,man
Jessica Eye,woman
Danielle Taylor,woman
Rodrigo Sezinando,man
Eduarda Moura,woman
Brad Riddell,man
Justin Tafa,man
Johnny Eduardo,man
Michal Oleksiejczuk,man
Joel Álvarez,man
Guram Kutateladze,man
Victor Hugo,man
Nick Aguirre,man
Marvin Vettori,man
Tyron Woodley,man
Rafael Estevam,man
David Dvorak,man
Andrea Lee,woman
Javid Basharat,man
Luis Gurule,man
Josh Parisian,man
Alice Ardelean,woman
"Gregory Rodrigues
",man
Shannon Ross,man
Alberto Montes,man
Hitomi Akano,man
Esteban Ribovics,man
Bruno Lopes,man
JeongYeong Lee,man
Efrain Escudero,man
Dusko Todorovic,man
Nikolay Veretennikov,man
Duško Todorović,man
Omari Akhmedov,man
Volkan Oezdemir,man
Darren Elkins,man
Shane Campbell,man
Johnny Case,man
Mauricio Ruffy,man
Daermisi Zhawupasi,man
Trevin Jones,man
Jamie Pickett,man
Jamahal Hill,man
Julian Marquez,man
Jared Gooden,man
Maurice Greene,man
Shara Magomedov,man
Court McGee,man
Shauna Bannon,woman
Sheila Gaff,woman
Ion Cutelaba,man
Randy Couture,man
Johny Hendricks,man
Zachary Borrego,man
Marcin Prachnio,man
Jose Ochoa,man
Kyle Prepolec,man
Warlley Alves,man
Juliana Miller,woman
Phil de Fries,man
Cody Gibson,man
Julio Arce,man
Azamat Murzakanov,man
Andreas Gustafsson,man
Sam Hughes,woman
Drakkar Klose,man
Daniel Cormier,man
Cody Durden,man
Jack Shore,man
Dante Rivera,man
Rodolfo Bellato,man
Kron Gracie,man
Ricardo Lamas,man
Axel Sola,man
Akira Corassani,man
Paul Sass,man
Bogdan Grad,man
Melissa Croden,woman
Germaine de Randamie,woman
Muhammad Mokaev,man
Thomas Paull,man
Malcolm Wellmaker,man
Ricky Glenn,man
Lukasz Brzeski,man
Francis Marshall,man
Kevin Jousset,man
Brad Pickett,man
Kay Hansen,woman
Joe Ellenberger,man
Eddie Alvarez,man
Devin Powell,man
Yancy Medeiros,man
Harry Hardwick,man
Austin Bashi,man
SeungWoo Choi,man
Jake Matthews,man
Manel Kape,man
Angel Pacheco,man
Jesse Ronson,man
Max Gimenis,man
Stipe Miocic,man
Rafael Natal,man
Ian McCall,man
Landon Quinones,man
Waldo Cortes Acosta,man
Frank Mir,man
Alexander Volkanovski,man
Samuel Sanches,man
Ian Loveland,man
Lucas Almeida,man
Veronica Hardy,woman
Luana Pinheiro,woman
Joselyne Edwards,woman
Gillian Robertson,woman
Felipe Lima,man
Mariya Agapova,woman
Jack Hermansson,man
Gilbert Burns,man
Eryk Anders,man
Matt Sayles,man
Andre Lima,man
Paige VanZant,woman
Lauren Murphy,woman
David Onama,man
David Zawada,man
Vitor Petrino,man
Raquel Pennington,woman
Nicolae,man
Negumereanu,man
Billy,man
Goff,man
Tatiana,woman
Suarez,woman
Tom,man
Nolan,man
Kaik,man
Brito,man
Chris,man
Clements,man
Josh,man
Fremd,man
Robelis,man
Despaigne,man
Andrei,man
Arlovski,man
Dustin,man
Stoltzfus,man
Jiří,man
Procházka,man
Rafael,man
Dos,man
Anjos,man
Petr,man
Yan,woman
Joaquin,man
Buckley,man
Bryce,man
Mitchell,man
Eduardo,man
Neves,man
Bruna,woman
Brasil,woman
Ethyn,man
Ewing,man
Kenny,man
Florian,man
Timur,man
Valiev,man
Jose,man
Delgado,man
Dom,man
Mar,man
Fan,man
Taila,woman
Santos,man
Alexander,man
Hernandez,man
Igor,man
Severino,man
Jonathan,man
Pearce,man
Shonie,man
Carter,man
Rolando,man
Perez,woman
Cory,woman
Sandhagen,man
Ben,man
Askren,man
Yasuhiro,man
Urushitani,man
TJ,man
Brown,man
Brian,man
Bowles,man
Morgan,man
Charrière,man
Alex,man
Pereira,man
Oumar,man
Sy,man
Anthony,man
Pettis,man
Cristiano,man
Marcello,man
Shayna,woman
Baszler,woman
Renan,man
Barão,man
Dequan,man
Townsend,man
Jessica,woman
Penne,woman
Kamaru,man
Usman,man
Marlon,man
Vera,man
Klaudia,woman
