index,type,time_ago,title,link
4404,Interviews,1 year ago,Arnold Allen Post-Fight Interview | UFC 304,https://www.ufc.com/video/141007
4405,Interviews,1 year ago,Gregory Rodrigues Octagon Interview | UFC 304,https://www.ufc.com/video/141000
4406,Results,1 year ago,Prelim Results | UFC 304: Edwards vs Muhammad 2,https://www.ufc.com/news/prelim-results-highlights-winner-interviews-ufc-304-edwards-vs-muhammad-2
4407,Interviews,1 year ago,Arnold Allen Octagon Interview | UFC 304,https://www.ufc.com/video/141001
4408,Interviews,1 year ago,Bruna Brasil Post-Fight Interview | UFC 304,https://www.ufc.com/video/141009
4409,Interviews,1 year ago,Nathaniel Wood Post-Fight Interview | UFC 304,https://www.ufc.com/video/141008
4410,Interviews,1 year ago,Muhammad Mokaev Post-Fight Interview | UFC 304,https://www.ufc.com/video/141015
4411,Interviews,1 year ago,Oban Elliott Post-Fight Interview | UFC 304,https://www.ufc.com/video/141014
4412,Interviews,1 year ago,Modestas Bukauskas Post-Fight Interview | UFC 304,https://www.ufc.com/video/141011
4413,Interviews,1 year ago,Sam Patterson Post-Fight Interview | UFC 304,https://www.ufc.com/video/141016
4414,Interviews,1 year ago,Mick Parkin Post-Fight Interview | UFC 304,https://www.ufc.com/video/141017
4415,Interviews,1 year ago,Shauna Bannon Post-Fight Interview | UFC 304,https://www.ufc.com/video/141018
4416,Interviews,1 year ago,Belal Muhammad Octagon Interview | UFC 304,https://www.ufc.com/video/140997
4417,Embedded,1 year ago,UFC 304 Embedded | Episode 6,https://www.ufc.com/video/141044
4418,Embedded,1 year ago,UFC 304 Embedded | All Episodes,https://www.ufc.com/news/ufc-304-edwards-vs-muhammad-2-embedded-all-episodes
4419,Interviews,1 year ago,Paddy Pimblett Talks With Megan Olivi | UFC 304,https://www.ufc.com/video/141030
4420,Interviews,1 year ago,Tom Aspinall Talks With Megan Olivi | UFC 304,https://www.ufc.com/video/141029
4421,Interviews,1 year ago,Belal Muhammad Talks With Megan Olivi | UFC 304,https://www.ufc.com/video/141028
4422,Interviews,1 year ago,Leon Edwards Talks With Megan Olivi | UFC 304,https://www.ufc.com/video/141027
4423,Fight Coverage,1 year ago,Faceoffs | UFC 304: Edwards vs Muhammad 2,https://www.ufc.com/video/141021
4424,Athletes,1 year ago,Paddy Pimblett: ‘I’ll Push Through Anything’,https://www.ufc.com/news/paddy-pimblett-ill-push-through-anything-ufc-304-manchester
4425,Athletes,1 year ago,Arnold Allen: “It’s Going To Be Pretty Wild”,https://www.ufc.com/news/arnold-allen-its-going-be-pretty-wild-ufc-304-manchester
4426,Athletes,1 year ago,Mick Parkin Is Happy To Be Learning On The Job In…,https://www.ufc.com/news/mick-parkin-happy-be-learning-job-ufc-manchester-heavyweight
4427,Weigh-in,1 year ago,Weigh-In Results | UFC 304: Edwards vs Muhammad 2,https://www.ufc.com/news/official-weigh-in-results-ufc-304-edwards-vs-muhammad-2
4428,Weigh-in,1 year ago,Weigh-In Highlights | UFC 304: Edwards vs Muhammad 2,https://www.ufc.com/video/141003
4429,Weigh-in,1 year ago,Ceremonial Weigh-Ins | UFC 304: Edwards vs Muhammad 2,https://www.ufc.com/video/140991
4430,Embedded,1 year ago,UFC 304 Embedded | Episode 5,https://www.ufc.com/video/140996
4431,Announcements,1 year ago,Updates To UFC Abu Dhabi,https://www.ufc.com/news/updates-to-ufc-abu-dhabi-sandhagen-vs-nurmagomedov
4432,Athletes,1 year ago,The Best Thing In The World For Bruna Brasil,https://www.ufc.com/news/bruna-brasil-best-thing-in-world-ufc-304
4433,Weigh-in,1 year ago,Morning Weigh-In Show | UFC 304: Edwards vs Muhammad…,https://www.ufc.com/video/140992
4434,Athletes,1 year ago,King Green: Always Keeping It Real,https://www.ufc.com/news/king-green-always-keeping-it-real-ufc-304
4435,Athletes,1 year ago,Daniel Pineda: 'I’ve Got To Win At All Costs',https://www.ufc.com/news/daniel-pineda-ive-got-to-win-at-all-costs-ufc-304
4436,Interviews,1 year ago,Cory Sandhagen Fight Camp Interview | UFC Abu Dhabi,https://www.ufc.com/video/140985
4437,Athletes,1 year ago,Curtis Blaydes: Business As Usual,https://www.ufc.com/news/curtis-blaydes-business-usual-ufc-304-manchester
4438,UFC Unfiltered,1 year ago,"UFC UNFILTERED | Manel Kape, Gregory ""RoboCop""…",https://www.ufc.com/video/140983
4439,Athletes,1 year ago,Tom Aspinall: One Of Manchester’s Own,https://www.ufc.com/news/tom-aspinall-one-manchesters-own-ufc-304
4440,Fight Coverage,1 year ago,Cold Open | UFC 304: Edwards vs Muhammad 2,https://www.ufc.com/video/140977
4441,Press Conference,1 year ago,Press Conference Highlights | UFC 304: Edwards vs…,https://www.ufc.com/video/140976
4442,Interviews,1 year ago,Bruna Brasil Fight Week Interview | UFC 304,https://www.ufc.com/video/140947
4443,Embedded,1 year ago,UFC 304 Embedded | Episode 4,https://www.ufc.com/video/140970
4444,Athletes,1 year ago,Giga Chikadze Is Bringing The Entertainment,https://www.ufc.com/news/giga-chikadze-bringing-entertainment-ufc-304
4445,Fight Coverage,1 year ago,State Of MMA In The United Kingdom,https://www.ufc.com/news/state-of-mma-in-the-united-kingdom-ufc-edwards-aspinall-pimblett-mccann
4446,The Ultimate Fighter,1 year ago,Episode 8 Recap | The Ultimate Fighter Season 32,https://www.ufc.com/news/episode-8-recap-ultimate-fighter-season-32
4447,Press Conference,1 year ago,Pre-Fight Press Conference | UFC 304,https://www.ufc.com/video/140963
4448,Athletes,1 year ago,Leon Edwards: Confident Champ Aiming For Greatness,https://www.ufc.com/news/leon-edwards-confident-champ-aiming-for-greatness-ufc-304
4449,EA Sports,1 year ago,EA Sports UFC 5 Content Update | July 2024,https://www.ufc.com/news/ea-sports-ufc-5-content-update-july-2024
4450,Athletes,1 year ago,"Molly McCann: No More Fear, Just Belief",https://www.ufc.com/news/molly-mccann-no-more-fear-just-belief-ufc-304
4451,Fight Coverage,1 year ago,UFC 304 Matchup To Watch | Muhammad Mokaev vs Manel…,https://www.ufc.com/news/ufc-304-matchup-watch-muhammad-mokaev-vs-manel-kape
4452,Athletes,1 year ago,Muhammad Mokaev Is Ready For His Full-Circle Moment…,https://www.ufc.com/news/muhammad-mokaev-ready-full-circle-moment-ufc-304
4453,Fight Coverage,1 year ago,Main Event Preview | UFC 304: Edwards vs Muhammad 2,https://www.ufc.com/video/140962
4454,Athletes,1 year ago,State Of The Welterweight Division | July 2024,https://www.ufc.com/video/140956
4455,Interviews,1 year ago,Molly McCann Fight Week Interview | UFC 304,https://www.ufc.com/video/140949
4456,Interviews,1 year ago,Paddy Pimblett Fight Week Interview | UFC 304,https://www.ufc.com/video/140945
4457,Interviews,1 year ago,Leon Edwards Fight Week Interview | UFC 304,https://www.ufc.com/video/140944
4458,Embedded,1 year ago,UFC 304 Embedded | Episode 3,https://www.ufc.com/video/140943
4459,Interviews,1 year ago,Christian Leroy Duncan Fight Week Interview | UFC 304,https://www.ufc.com/video/140942
4460,The Ultimate Fighter,1 year ago,Valentina Shevchenko Reacts To Mark Hulme's Loss |…,https://www.ufc.com/video/140940
4461,The Ultimate Fighter,1 year ago,Paddy McCorry Talks Win Over Hulme | The Ultimate…,https://www.ufc.com/video/140939
4462,Interviews,1 year ago,Mick Parkin Fight Week Interview | UFC 304,https://www.ufc.com/video/140938
4463,Athletes,1 year ago,The Full Story: Belal Muhammad,https://www.ufc.com/news/the-full-story-belal-muhammad-ufc-304
4464,Special Feature,1 year ago,Day Off | Leon Edwards,https://www.ufc.com/video/139997
4465,Interviews,1 year ago,Arnold Allen Fight Week Interview | UFC 304,https://www.ufc.com/video/140930
4466,Fight Coverage,1 year ago,Significant Stats | UFC 304: Edwards vs Muhammad 2,https://www.ufc.com/news/significant-stats-ufc-304-edwards-vs-muhammad-2
4467,"<span class=""bg-logo-category-fight-pass""><img src=""/themes/custom/ufc/img-src/ufc-fight-pass-logo.png"" alt=""UFC Fight Pass"" title=""UFC Fight Pass"">
</span>",1 year ago,Bo Bassett’s Ongoing Commitment Journey | UFC Fight…,https://www.ufc.com/news/bo-bassetts-ongoing-commitment-journey-ufc-fight-pass
4468,Interviews,1 year ago,Giga Chikadze Fight Week Interview | UFC 304,https://www.ufc.com/video/140928
4469,Athletes,1 year ago,Modestas Bukauskas Is Taking More Risks,https://www.ufc.com/news/modestas-bukauskas-is-taking-more-risks-ufc-304
4470,Athletes,1 year ago,NATHANIEL WOOD: ARLA’S SUPERHERO RETURNS,https://www.ufc.com/news/nathaniel-wood-arla-superhero-returns-ufc-304
4471,Fight Coverage,1 year ago,Last Time In Manchester,https://www.ufc.com/news/last-time-manchester-ufc-204
4472,Athletes,1 year ago,Fighters on the Rise | UFC 304: Edwards vs Muhammad 2,https://www.ufc.com/news/fighters-on-the-rise-ufc-304-edwards-vs-muhammad-2-parkin-patterson-duncan
4473,Athletes,1 year ago,Coach Conversation | Edwards vs Muhammad 2,https://www.ufc.com/news/coach-conversation-edwards-vs-muhammad-2-ufc-304
4474,Interviews,1 year ago,Nathaniel Wood Fight Week Interview | UFC 304,https://www.ufc.com/video/140914
4475,Power Slap,1 year ago,"Power Slap: Road to the Title ""More Fighters Than…",https://www.ufc.com/video/140902
4476,Interviews,1 year ago,Muhammad Mokaev Fight Week Interview | UFC 304,https://www.ufc.com/video/140913
4477,Embedded,1 year ago,UFC 304 Embedded | Episode 2,https://www.ufc.com/video/140900
4478,Interviews,1 year ago,Tom Aspinall Fight Week Interview | UFC 304,https://www.ufc.com/video/140901
4479,Interviews,1 year ago,Belal Muhammad Fight Week Interview | UFC 304,https://www.ufc.com/video/140898
4480,Fight Coverage,1 year ago,Co-Main Event Spotlight | UFC 304: Edwards vs…,https://www.ufc.com/news/co-main-event-spotlight-ufc-304-edwards-vs-muhammad-2
4481,Fight Coverage,1 year ago,Public Events Schedule | UFC 304: Edwards vs…,https://www.ufc.com/news/public-fan-events-schedule-ufc-304-edwards-vs-muhammad-2
4482,Announcements,1 year ago,Updates To UFC 304: Edwards vs Muhammad 2,https://www.ufc.com/news/updates-to-ufc-304-edwards-vs-muhammad-2
4483,Interviews,1 year ago,Curtis Blaydes Fight Week Interview | UFC 304,https://www.ufc.com/video/140893
4484,Athletes,1 year ago,"UFC Rankings Report | Week of July 22, 2024",https://www.ufc.com/news/ufc-rankings-report-week-july-22-2024
4485,Fight Coverage,1 year ago,Fight By Fight Preview | UFC 304: Edwards vs…,https://www.ufc.com/news/fight-fight-preview-ufc-304-edwards-vs-muhammad-2
4486,Athletes,1 year ago,Coach Conversation: Aspinall vs Blaydes 2 | UFC 304,https://www.ufc.com/news/coach-conversation-aspinall-vs-blaydes-2-ufc-304
4487,Embedded,1 year ago,UFC 304 Embedded | Episode 1,https://www.ufc.com/video/140870
4488,Fight Coverage,1 year ago,Main Event Spotlight | UFC 304: Edwards vs Muhammad 2,https://www.ufc.com/news/main-event-spotlight-ufc-304-edwards-vs-muhammad-2
4489,Community,1 year ago,UFC And Youth Charity Onside Continue Expansion Of…,https://www.ufc.com/news/ufc-and-youth-charity-onside-continue-expansion-its-youth-mentoring-program
4490,Fight Coverage,1 year ago,UFC 304 Breakdown | Leon Edwards vs Belal Muhammad 2,https://www.ufc.com/video/140864
4491,Fight Coverage,1 year ago,Aspinall vs Blaydes 2 Co-Main Event Preview | UFC…,https://www.ufc.com/video/140863
4492,Fight Coverage,1 year ago,King Green vs Paddy Pimblett Preview | UFC 304,https://www.ufc.com/video/140862
4493,Results,1 year ago,Main Card Results | UFC Fight Night: Lemos vs…,https://www.ufc.com/news/main-card-results-highlights-winner-interviews-ufc-fight-night-lemos-vs-jandiroba-vegas-94
4494,Interviews,1 year ago,Virna Jandiroba Post-Fight Interview | UFC Fight…,https://www.ufc.com/video/140852
4495,Interviews,1 year ago,Virna Jandiroba Octagon Interview | UFC Fight Night:…,https://www.ufc.com/video/140848
4496,Scorecards,1 year ago,Official Scorecards | UFC Fight Night: Lemos vs…,https://www.ufc.com/news/official-judges-scorecards-ufc-fight-night-lemos-vs-jandiroba-vegas-94
4497,Interviews,1 year ago,Steve Garcia Post-Fight Interview | UFC Fight Night:…,https://www.ufc.com/video/140847
4498,Interviews,1 year ago,Steve Garcia Octagon Interview | UFC Fight Night:…,https://www.ufc.com/video/140843
4499,Interviews,1 year ago,Kurt Holobaugh Post-Fight Interview | UFC Fight…,https://www.ufc.com/video/140844
4500,Interviews,1 year ago,Kurt Holobaugh Octagon Interview | UFC Fight Night:…,https://www.ufc.com/video/140842
4501,Interviews,1 year ago,Bruno Silva Post-Fight Interview | UFC Fight Night:…,https://www.ufc.com/video/140841
4502,Results,1 year ago,Prelim Results | UFC Fight Night: Lemos vs Jandiroba,https://www.ufc.com/news/prelim-results-highlights-winner-interviews-ufc-fight-night-lemos-vs-jandiroba-vegas-94
4503,Interviews,1 year ago,Dooho Choi Post-Fight Interview | UFC Fight Night:…,https://www.ufc.com/video/140840
4504,Interviews,1 year ago,Bruno Silva Octagon Interview | UFC Fight Night:…,https://www.ufc.com/video/140839
4505,Interviews,1 year ago,Hyder Amil Post-Fight Interview | UFC Fight Night:…,https://www.ufc.com/video/140837
4506,Interviews,1 year ago,Dooho Choi Octagon Interview | UFC Fight Night:…,https://www.ufc.com/video/140838
4507,Interviews,1 year ago,Trey Ogden Post-Fight Interview | UFC Fight Night:…,https://www.ufc.com/video/140836
4508,Interviews,1 year ago,Hyder Amil Octagon Interview | UFC Fight Night:…,https://www.ufc.com/video/140835
4509,Interviews,1 year ago,Cody Gibson Post-Fight Interview | UFC Fight Night:…,https://www.ufc.com/video/140834
4510,Interviews,1 year ago,Miranda Maverick Post-Fight Interview | UFC Fight…,https://www.ufc.com/video/140833
4511,Highlights,1 year ago,Cody Gibson Submits Kelleher In Round 1 | UFC Fight…,https://www.ufc.com/video/140832
4512,Interviews,1 year ago,Luana Carolina Post-Fight Interview | UFC Fight…,https://www.ufc.com/video/140831
4513,Interviews,1 year ago,Thomas Petersen Post-Fight Interview | UFC Fight…,https://www.ufc.com/video/140829
4514,Athletes,1 year ago,Photo Gallery | Cory Sandhagen Prepares For UFC Abu…,https://www.ufc.com/gallery/photo-gallery-cory-sandhagen-prepares-ufc-abu-dhabi-main-event
4515,Fight Coverage,1 year ago,Main Event Preview | UFC Fight Night: Amanda Lemos…,https://www.ufc.com/video/140821
4516,Athletes,1 year ago,Hyder Amil Is Making All His Dreams Come True,https://www.ufc.com/news/hyder-amil-is-making-all-his-dreams-come-true-ufc-vegas-94
4517,Athletes,1 year ago,Trey Ogden Embraces The Suffering,https://www.ufc.com/news/trey-ogden-embraces-the-suffering-vegas-94
4518,Anti-Doping,1 year ago,Statement on Irina Alekseeva,https://www.ufc.com/news/statement-irina-alekseeva
4519,Weigh-in,1 year ago,Faceoffs | UFC Fight Night: Lemos vs Jandiroba,https://www.ufc.com/video/140815
4520,Weigh-in,1 year ago,Weigh-In Highlights | UFC Fight Night: Lemos vs…,https://www.ufc.com/video/140814
4521,Athletes,1 year ago,Miranda Maverick Is Determined To Make A Statement,https://www.ufc.com/news/miranda-maverick-determined-make-statement-vegas-94
4522,"<span class=""bg-logo-category-fight-pass""><img src=""/themes/custom/ufc/img-src/ufc-fight-pass-logo.png"" alt=""UFC Fight Pass"" title=""UFC Fight Pass"">
</span>",1 year ago,All Lester Batres Jr. Needs Is 10 Seconds,https://www.ufc.com/news/all-lester-batres-jr-needs-10-seconds-ufc-fight-pass
4523,Interviews,1 year ago,Amanda Lemos Fight Week Interview | UFC Fight Night:…,https://www.ufc.com/video/140802
4524,Athletes,1 year ago,Rematch Timeline | Leon Edwards vs Belal Muhammad,https://www.ufc.com/news/rematch-timeline-leon-edwards-vs-belal-muhammad-2-ufc-304
4525,Interviews,1 year ago,Virna Jandiroba Fight Week Interview | UFC Fight…,https://www.ufc.com/video/140800
4526,Athletes,1 year ago,Belal Muhammad: “There’s No More Running Now”,https://www.ufc.com/news/belal-muhammad-there-is-no-more-running-now-ufc-304
4527,Athletes,1 year ago,Brian Kelleher Sets His Sights On The Future,https://www.ufc.com/news/brian-kelleher-sets-his-sights-future-vegas-94
4528,Weigh-in,1 year ago,Weigh-In Results | UFC Fight Night: Lemos vs…,https://www.ufc.com/news/weigh-results-ufc-fight-night-lemos-vs-jandiroba-vegas-94
4529,Athletes,1 year ago,JunYong Park Finally Feels Comfortable,https://www.ufc.com/news/junyong-park-finally-feels-comfortable-vegas-94
4530,Athletes,1 year ago,Bill Algeo: Building A Bright Future,https://www.ufc.com/news/bill-algeo-building-bright-future-vegas-94
4531,Athletes,1 year ago,Virna Jandiroba | Inspiration + Good Energy,https://www.ufc.com/video/140786
4532,Athletes,1 year ago,SeungWoo Choi Is Only Getting Stronger,https://www.ufc.com/news/seungwoo-choi-is-only-getting-stronger-ufc-vegas-94
4533,"<span class=""bg-logo-category-fight-pass""><img src=""/themes/custom/ufc/img-src/ufc-fight-pass-logo.png"" alt=""UFC Fight Pass"" title=""UFC Fight Pass"">
</span>",1 year ago,Four Reasons Why You Should Watch Cage Warriors 174:…,https://www.ufc.com/news/four-reasons-why-you-should-watch-cage-warriors-174-london
4534,Athletes,1 year ago,"Mohammed Usman Is Still Learning, Still Growing",https://www.ufc.com/news/mohammed-usman-is-still-learning-still-growing-vegas-94
4535,Licensed,1 year ago,Venum Teams Up With Decathlon For Limited UFC x…,https://www.ufc.com/news/venum-teams-decathlon-limited-ufc-x-venum-product
4536,Athletes,1 year ago,Leon Edwards' Unbeaten Streak,https://www.ufc.com/news/leon-edwards-unbeaten-streak-welterweight
4537,Interviews,1 year ago,Junyong Park Fight Week Interview | UFC Fight Night:…,https://www.ufc.com/video/140768
4538,Interviews,1 year ago,Dooho Choi Fight Week Interview | UFC Fight Night:…,https://www.ufc.com/video/140767
4539,Interviews,1 year ago,Cody Durden Fight Week Interview | UFC Fight Night,https://www.ufc.com/video/140765
4540,Interviews,1 year ago,Brad Tavares Fight Week Interview | UFC Fight Night,https://www.ufc.com/video/140764
4541,Free Fight,1 year ago,Khabib Nurmagomedov vs Conor McGregor | UFC Muted,https://www.ufc.com/video/140766
4542,Interviews,1 year ago,Miranda Maverick Fight Week Interview | UFC Fight…,https://www.ufc.com/video/140763
4543,Interviews,1 year ago,Steve Garcia Fight Week Interview | UFC Fight Night,https://www.ufc.com/video/140762
