link,type,time_ago,headline,title,description,published_time,modified_time,author,social_media
/news/belal-muhammad-aiming-to-make-a-statement-ufc-qatar,Athletes,1 month ago,Belal Muhammad Aiming to Make a Statement,Belal Muhammad Aiming to Make a Statement,Former Champ Looking To Out-Shine UFC 322 Standouts In Clash With Ian Machado Garry,2025-11-20 02:30:34-06:00,2025-11-20 17:42:29-06:00,E. Spencer Kyte,spencerkyte
/news/prospect-to-watch-myktybek-orolbai-ufc-qatar,Athletes,1 month ago,Prospect To Watch | Myktybek Orolbai,Prospect To Watch | Myktybek Orolbai,"Fresh Off A Submission Win This Summer, Myktybek Orolbai Makes The Move Back To Welterweight In Search Of Long-Term Success",2025-11-19 16:49:35-06:00,2025-11-20 17:42:36-06:00,Kevin Schuster,
/news/dan-hooker-big-game-hunting-ufc-qatar-lightweight,Athletes,1 month ago,Dan Hooker | Big Game Hunting,Dan Hooker | Big Game Hunting,"All-Action Standout Talks Targeting Arman Tsarukyan, Eyes Championship Opportunity",2025-11-19 15:56:07-06:00,2025-11-20 17:42:45-06:00,E. Spencer Kyte,spencerkyte
/news/jack-hermansson-wades-into-new-waters-ufc-qatar,Athletes,1 month ago,Jack Hermansson Wades Into New Waters,Jack Hermansson Wades Into New Waters,"Scandinavian Veteran Discusses Welterweight Debut, Chasing Greater Consistency",2025-11-19 15:25:00-06:00,2025-11-20 17:42:54-06:00,E. Spencer Kyte,spencerkyte
/news/aleksandre-topuria-look-good-feel-good-play-good-ufc-qatar,Athletes,1 month ago,"Aleksandre Topuria | Look Good, Feel Good, Play Good","Aleksandre Topuria | Look Good, Feel Good, Play Good","Bantamweight Discusses Family Style, Competing In The UFC, 2026 Goals",2025-11-19 14:45:00-06:00,2025-11-20 17:43:11-06:00,E. Spencer Kyte,SpencerKyte
/news/main-event-spotlight-arman-tsarukyan-vs-dan-hooker-ufc-qatar,Athletes,1 month ago,Main Event Spotlight | Arman Tsarukyan vs Dan Hooker,Main Event Spotlight | Arman Tsarukyan vs Dan Hooker,Elite Lightweights Clash In UFC’s First Trip To Qatar With A Potential Title Shot On The Line,2025-11-19 14:44:59-06:00,2025-11-20 17:43:03-06:00,Zac Pacleb,
/news/bogdan-grad-better-than-ever-ufc-qatar,Athletes,1 month ago,Bogdan Grad Feels Better Than Ever,Bogdan Grad Feels Better Than Ever,Austrian Featherweight Arrives In Doha Ready To Welcome A Hyped Prospect To The UFC – By Handing Him His First Career Defeat,2025-11-19 11:11:52-06:00,2025-11-20 17:43:18-06:00,Simon Head,simonheadsport
/news/where-we-stand-welterweight-division,Athletes,1 month ago,Where We Stand: Welterweight Division | November 2025,Where We Stand: Welterweight Division | November 2025,Pound-For-Pound King Islam Makhachev Now Rules The Welterweight Division With Plenty Of Exciting Matchups Waiting In The Wings,2025-11-18 12:42:00-06:00,2025-11-18 11:02:56-06:00,Zac Pacleb,ZacPacleb
/news/fighters-rise-ufc-qatar-riley-horiguchi-almakhan,Athletes,1 month ago,Fighters on the Rise | UFC Qatar,Fighters on the Rise | UFC Qatar,Highlighting A Trio Of Talents To Watch This Weekend As The UFC Ventures To Qatar,2025-11-18 12:31:51-06:00,2025-11-20 17:44:06-06:00,E. Spencer Kyte,spencerkyte
/news/where-we-stand-womens-flyweight-division,Athletes,1 month ago,Where We Stand: Women's Flyweight Division |…,Where We Stand: Women's Flyweight Division | November 2025,Valentina Shevchenko Added Another Title Defense To Her Resume In New York City With The Question Of Who Comes Next Looming,2025-11-18 12:28:21-06:00,2025-11-18 11:19:43-06:00,Zac Pacleb,ZacPacleb
/news/arman-tsarukyan-out-to-cement-top-contender-status-ufc-qatar,Athletes,1 month ago,Arman Tsarukyan Out To Cement Top Contender Status,Arman Tsarukyan Out To Cement Top Contender Status,"Returning Standout Discusses Lightweight Division, Pairing With Dan Hooker",2025-11-18 12:11:00-06:00,2025-11-20 17:44:13-06:00,E. Spencer Kyte,SpencerKyte
/news/fight-by-fight-preview-ufc-fight-night-tsarukyan-vs-hooker-doha-qatar,Fight Coverage,1 month ago,Fight By Fight Preview | UFC Qatar,Fight By Fight Preview | UFC Qatar,"Laying Out The Lineup For Our Saturday Debut In Doha, Qatar For UFC Fight Night: Tsarukyan vs Hooker",2025-11-17 13:11:00-06:00,2025-11-20 17:44:21-06:00,E. Spencer Kyte,SpencerKyte
/news/bigger-picture-vechain-ufc-322,Fight Coverage,1 month ago,The Bigger Picture | VeChain UFC 322,The Bigger Picture | VeChain UFC 322,An Historic Night At Madison Square Garden Produced Plenty To Discuss,2025-11-16 12:45:47-06:00,2025-11-16 12:44:59-06:00,E. Spencer Kyte,
/news/main-card-results-vechain-ufc-322-della-maddalena-vs-makhachev-event-tonight-recaps-highlights-interviews,Results,1 month ago,Main Card Results | VeChain UFC 322: Della Maddalena…,Main Card Results | VeChain UFC 322: Della Maddalena vs Makhachev,"Get Live Results, Watch Post-Fight Interviews With The Main Card Winners And More From VeChain UFC 322: Della Maddalena vs Makhachev, Live From Madison Square Garden On November 15",2025-11-16 00:00:00-06:00,2025-11-17 13:21:55-06:00,E. Spencer Kyte,SpencerKyte
/news/prelim-results-vechain-ufc-322-della-maddalena-vs-makhachev-event-tonight-recaps-highlights-interviews,Results,1 month ago,Prelim Results | VeChain UFC 322: Della Maddalena vs…,Prelim Results | VeChain UFC 322: Della Maddalena vs Makhachev,"Get Live Results, Watch Post-Fight Interviews With The Prelim Winners And More From VeChain UFC 322: Della Maddalena vs Makhachev, Live From Madison Square Garden On November 15",2025-11-15 20:50:00-06:00,2025-11-15 22:12:10-06:00,E. Spencer Kyte,SpencerKyte
/news/ufc-tonight-fight-fight-preview-vechain-ufc-322-della-maddalena-vs-makhachev,Fight Coverage,1 month ago,UFC Tonight: Fight By Fight Preview | VeChain UFC…,UFC Tonight: Fight By Fight Preview | VeChain UFC 322: Della Maddalena vs Makhachev,Detailing The All-Action Lineup Headed To Madison Square Garden On Saturday,2025-11-15 16:15:00-06:00,2025-11-15 16:03:06-06:00,E. Spencer Kyte,
/news/sean-brady-grindin-vechain-ufc-322,Athletes,1 month ago,Sean Brady | Grindin’,Sean Brady | Grindin’,Surging Welterweight Willing To Do Whatever It Takes To Earn Title Shot,2025-11-14 12:00:00-06:00,2025-11-14 12:06:39-06:00,E. Spencer Kyte,
/news/carlos-prates-plans-to-gatecrash-the-welterweight-title-party-vechain-ufc-322,Athletes,1 month ago,Carlos Prates Plans To Gatecrash The Welterweight…,Carlos Prates Plans To Gatecrash The Welterweight Title Party,Brazilian Welterweight Contender Says Victory Over Former Champion Leon Edwards Will Put Him In Line For A 2026 Title Shot.,2025-11-14 08:00:00-06:00,2025-11-14 13:44:00-06:00,By Simon Head,simonheadsport
/news/tracy-cortez-my-time-is-now-vechain-ufc-322,Athletes,1 month ago,Tracy Cortez | My Time Is Now,Tracy Cortez | My Time Is Now,"Having Battled Her Way Into The Flyweight Top 10, Tracy Cortez Eyes A Statement Win At Madison Square Garden To Prove She’s Ready For A Title Shot.",2025-11-13 16:00:00-06:00,2025-11-13 16:21:11-06:00,Simon Head,simonheadsport
/news/valentina-shevchenko-an-entirely-different-approach-vechain-ufc-322,Athletes,1 month ago,Valentina Shevchenko | An Entirely Different Approach,Valentina Shevchenko | An Entirely Different Approach,Flyweight Queen Shares Outlook On Life Ahead Of Potential Legacy-Altering Clash At MSG,2025-11-13 15:44:00-06:00,2025-11-13 15:44:55-06:00,E. Spencer Kyte,spencerkyte
/news/kyle-daukaus-seconds-vechain-ufc-322,Athletes,1 month ago,Kyle Daukaus | Seconds,Kyle Daukaus | Seconds,"His Second Child On The Way, Philly Middleweight In Second UFC Stint Aims For Second Straight Win On Saturday",2025-11-13 13:12:00-06:00,2025-11-13 13:12:36-06:00,E. Spencer Kyte,spencerkyte
/news/jack-della-maddalena-the-grateful-underdog-vechain-ufc-322,Athletes,1 month ago,Jack Della Maddalena | The Grateful Underdog,Jack Della Maddalena | The Grateful Underdog,"Welterweight Champ Understands Focus On Challenger, Appreciative Of Opportunity Before Him This Weekend",2025-11-13 12:25:16-06:00,2025-11-13 15:27:05-06:00,E. Spencer Kyte,spencerkyte
/news/michael-morales-championship-ready-vechain-ufc-322,Athletes,1 month ago,Michael Morales | Championship Ready,Michael Morales | Championship Ready,"Undefeated Contender Has A Simple Plan For VeChain UFC 322: Defeat Sean Brady, Then Call For A Shot At The Welterweight Title.",2025-11-13 12:05:00-06:00,2025-11-13 12:05:24-06:00,Simon Head,simonheadsport
/news/gregory-rodrigues-discipline-over-everything-vechain-ufc-322,Athletes,1 month ago,Gregory Rodrigues | Discipline Over Everything,Gregory Rodrigues | Discipline Over Everything,Brazilian Middleweight Gregory Rodrigues Focused On Consistency And Patience Ahead Of His Fight With Roman Kopylov At VeChain UFC 322,2025-11-13 10:00:00-06:00,2025-11-13 12:58:13-06:00,Zac Pacleb,
/news/erin-blanchfield-wants-to-make-the-most-of-her-chances-vechain-ufc-322,Athletes,1 month ago,Erin Blanchfield Wants To Make The Most Of Her…,Erin Blanchfield Wants To Make The Most Of Her Chances,"Ahead Of A Rematch With Tracy Cortez, Flyweight Phenom Erin Blanchfield Hopes To Earn A Shot At The Title With Her Performance At VeChain UFC 322 ",2025-11-12 16:45:00-06:00,2025-11-12 16:45:15-06:00,Zac Pacleb,ZacPacleb
/news/zhang-weili-big-challenge-apple-vechain-ufc-322,Athletes,1 month ago,Zhang Weili's Big Challenge In The Big Apple,Zhang Weili's Big Challenge In The Big Apple,"Zhang Weili Ruled The World At 115-lbs, But Now The Chinese MMA Superstar Is Moving Up To Flyweight To Take On The Biggest Test Of Her Career At VeChain UFC 322",2025-11-12 12:45:22-06:00,2025-11-12 14:03:16-06:00,Simon Head,simonheadsport
/news/leon-edwards-ready-steady-go-vechain-ufc-322,Athletes,1 month ago,"Leon Edwards | Ready, Steady, Go","Leon Edwards | Ready, Steady, Go",Former Welterweight Champion Plans To Bounce Back Into Contention At Madison Square Garden As He Reveals His Route To 2-Time Title Glory in 2026,2025-11-12 12:10:16-06:00,2025-11-12 12:22:32-06:00,Simon Head,simonheadsport
/news/islam-makhachev-and-zhang-weili-chasing-new-heights-vechain-ufc-322,Athletes,1 month ago,Islam Makhachev And Zhang Weili | Chasing New Heights,Islam Makhachev And Zhang Weili | Chasing New Heights,Former Champions Vacate Titles To Challenge For A Second Belt In A New Weight Division At VeChain UFC 322,2025-11-12 12:00:00-06:00,2025-11-12 12:37:25-06:00,Kevin Schuster,
/news/malcolm-wellmaker-the-genuine-article-vechain-ufc-322,Athletes,1 month ago,Malcolm Wellmaker | The Genuine Article,Malcolm Wellmaker | The Genuine Article,Talented Bantamweight Rookie Making An Impact At Home And Inside The Octagon,2025-11-12 11:53:58-06:00,2025-11-12 12:09:54-06:00,E. Spencer Kyte,spencerkyte
/news/islam-makhachev-new-talent-same-energy-vechain-ufc-322,Athletes,1 month ago,"Islam Makhachev | Same Talent, New Energy","Islam Makhachev | Same Talent, New Energy",Former Lightweight Champ Playful Ahead Of Welterweight Title Fight At MSG,2025-11-12 00:22:23-06:00,2025-11-11 21:56:31-06:00,,
/news/coach-conversation-vechain-ufc-322-della-maddalena-vs-makhachev,Fight Coverage,1 month ago,Coach Conversation | VeChain UFC 322: Della…,Coach Conversation | VeChain UFC 322: Della Maddalena vs Makhachev,Standout Striking Coach Eric Nicksick Helps Break Down Saturday’s Welterweight Title Fight,2025-11-11 14:26:00-06:00,2025-11-13 15:45:06-06:00,E. Spencer Kyte,spencerkyte
/news/ufc-welterweight-division-enters-pivotal-2-week-stretch-della-maddalena-makhachev-brady-morales-prates-edwards-muhammad-machado-garry,Fight Coverage,1 month ago,UFC Welterweight Division Enters Pivotal 2-Week…,UFC Welterweight Division Enters Pivotal 2-Week Stretch,Top Contenders And Reigning Champion Enter High-Stakes Matchups That Could Reshape The 170-Pound Division,2025-11-11 13:27:00-06:00,2025-11-11 14:40:36-06:00,Kevin Schuster,
/news/fighters-on-rise-nyc-vechain-ufc-322,Athletes,1 month ago,Fighters On The Rise | VeChain UFC 322: Della…,Fighters On The Rise | VeChain UFC 322: Della Maddalena vs Makhachev,Pay Close Attention To These Three Emerging Talents On Saturday Night At MSG,2025-11-11 09:26:04-06:00,2025-11-11 09:45:40-06:00,E. Spencer Kyte,
/news/cody-haddon-allow-me-to-re-introduce-myself-ufc-322,Athletes,1 month ago,Cody Haddon | Allow Me to Re-Introduce Myself,Cody Haddon | Allow Me to Re-Introduce Myself,"Australian Talks Frustrating Year Filled With Doubts, Facing Malcolm Wellmaker On Saturday",2025-11-10 12:01:28-06:00,2025-11-11 12:14:48-06:00,E. Spencer Kyte,spencerkyte
/news/coach-conversation-ufc-322-valentina-shevchenko-vs-zhang-weili,Fight Coverage,1 month ago,Coach Conversation | VeChain UFC 322: Shevchenko vs…,Coach Conversation | VeChain UFC 322: Shevchenko vs Zhang,Tyson Chartier Breaks Down The Flyweight Title Fight Between Valentina Shevchenko And Zhang Weili,2025-11-10 08:21:59-06:00,2025-11-10 14:49:30-06:00,E. Spencer Kyte,spencerkyte
/news/fatima-kline-wants-keep-making-memories-ufc-322-new-york-city,Athletes,1 month ago,Fatima Kline Wants to Keep Making Memories,Fatima Kline Wants to Keep Making Memories,"Native New Yorker Discusses Fighting At MSG, Facing Angela Hill At VeChain UFC 322",2025-11-10 08:01:08-06:00,2025-11-10 11:42:50-06:00,E. Spencer Kyte,spencerkyte
/news/scorecard-ufc-fight-night-bonfim-vs-brown,Athletes,1 month ago,The Scorecard | UFC Fight Night: Bonfim vs Brown,The Scorecard | UFC Fight Night: Bonfim vs Brown,Saturday night’s main card produced action aplenty as the five featured fights produced a fistful of finishes at the UFC Apex.,2025-11-09 17:59:20-06:00,2025-11-09 18:24:53-06:00,Simon Head,simonheadsport
