link,type,time_ago,headline,title,description,published_time,modified_time,author,social_media
/news/main-card-results-ufc-fight-night-royval-vs-kape-event-tonight-recaps-highlights-interviews,Results,2 weeks ago,Main Card Results | UFC Fight Night: Royval vs Kape,Main Card Results | UFC Fight Night: Royval vs Kape,"Get Live Results, Watch Post-Fight Interviews With The Main Card Winners And More From UFC Fight Night: Royval vs Kape, Live From UFC APEX In Las Vegas, Nevada On December 13, 2025",2025-12-14 00:11:00-06:00,2025-12-14 01:35:33-06:00,E. Spencer Kyte,SpencerKyte
/news/prelim-results-ufc-fight-night-royval-vs-kape-event-tonight-recaps-highlights-interviews,Results,2 weeks ago,Prelim Results | UFC Fight Night: Royval vs Kape,Prelim Results | UFC Fight Night: Royval vs Kape,"Get Live Results, Watch Post-Fight Interviews With The Prelim Winners And More From UFC Fight Night: Royval vs Kape, Live From UFC APEX In Las Vegas, Nevada On December 13, 2025",2025-12-13 20:39:06-06:00,2025-12-13 21:01:38-06:00,E. Spencer Kyte,SpencerKyte
/news/fight-fight-preview-ufc-fight-night-royval-vs-kape-vegas-112,Fight Coverage,2 weeks ago,UFC TONIGHT: Fight By Fight Preview | UFC Fight…,UFC TONIGHT: Fight By Fight Preview | UFC Fight Night: Royval vs Kape,Detailing What’s In Store For The UFC’s 2025 Finale,2025-12-13 12:35:48-06:00,2025-12-13 09:11:32-06:00,E. Spencer Kyte,spencerkyte
/news/manel-kape-out-make-his-championship-case-flyweight-ufc-vegas-112,Athletes,2 weeks ago,Manel Kape Out To Make His Championship Case,Manel Kape Out To Make His Championship Case,‘Starboy’ Sees Finish Over Brandon Royval As Ticket To Title Opportunity,2025-12-13 11:33:34-06:00,2025-12-13 09:12:33-06:00,E. Spencer Kyte,spencerkyte
/news/kennedy-nzechukwu-balancing-faith-and-fighting-ufc-vegas-112,Athletes,2 weeks ago,Kennedy Nzechukwu | Balancing Faith And Fighting,Kennedy Nzechukwu | Balancing Faith And Fighting,The “African Savage” Says Splitting His Time Between MMA And Ministry Gives Him The Perfect Mix As He Approaches His Biggest Heavyweight Test Yet,2025-12-12 12:40:42-06:00,2025-12-12 12:52:58-06:00,Simon Head,simonheadsport
/news/neil-magny-still-doing-neil-magny-things-ufc-vegas-112,Athletes,2 weeks ago,Neil Magny Still Doing Neil Magny Things,Neil Magny Still Doing Neil Magny Things,"Veteran Welterweight Talks Rallying For Wins, Facing Yaroslav Amosov On Saturday",2025-12-12 12:32:33-06:00,2025-12-12 12:39:08-06:00,E. Spencer Kyte,spencerkyte
/news/melissa-croden-patience-pays-ufc-vegas-112,Athletes,2 weeks ago,Melissa Croden | Patience Pays Off,Melissa Croden | Patience Pays Off,"After Waiting Nearly A Year Before Making Her UFC Debut, Canadian Bantamweight Grateful For Quick Turnaround",2025-12-12 12:01:53-06:00,2025-12-12 12:16:44-06:00,E. Spencer Kyte,
/news/giga-chikadze-class-session-ufc-vegas-112,Athletes,2 weeks ago,Giga Chikadze | Class Is In Session,Giga Chikadze | Class Is In Session,"Georgian Striker Is Relishing The Chance To Teach Youngsters Martial Arts At His New Gym, And Says He Has A Special Lesson For Kevin Vallejos At UFC Fight Night: Royval vs Kape",2025-12-12 11:58:38-06:00,2025-12-12 12:15:39-06:00,Simon Head,simonheadsport
/news/marcus-buchecha-i-felt-lot-pressure-ufc-vegas-112,Athletes,2 weeks ago,Marcus Buchecha: ‘I Felt A Lot Of Pressure’,Marcus Buchecha: ‘I Felt A Lot Of Pressure’,Brazilian Superstar Opens Up About Debut Struggles Ahead Of Second UFC Appearance,2025-12-12 11:21:47-06:00,2025-12-12 11:33:34-06:00,E. Spencer Kyte,spencerkyte
/news/luana-santos-vegas-vibes,Athletes,2 weeks ago,Luana Santos | Vegas Vibes,Luana Santos | Vegas Vibes,"Brazilian Bantamweight Is Loving Life In Las Vegas, And Plans On Rounding Out The Year With A Statement Win In Her Adopted Hometown",2025-12-12 10:38:37-06:00,2025-12-12 11:27:46-06:00,Simon Head,simonheadsport
/news/ufc-bjj-4-tackett-vs-dorsey-results-match-recaps-interviews,Results,2 weeks ago,UFC BJJ 4: Tackett vs Dorsey Results,UFC BJJ 4: Tackett vs Dorsey Results,"All The Match Results And Post-Match Interviews With The Winners From UFC BJJ 4: Tackett vs Dorsey, At UFC APEX In Las Vegas, Nevada On December 11, 2025",2025-12-12 00:02:00-06:00,2025-12-11 23:34:35-06:00,Simon Head,simonheadsport
/news/kevin-vallejos-ready-to-wrap-up-year-one-ufc-vegas-112,Athletes,3 weeks ago,Kevin Vallejos Ready To Wrap Up Year One,Kevin Vallejos Ready To Wrap Up Year One,"Argentinian Featherweight Talks First Year Lessons,  Facing Giga Chikadze",2025-12-11 17:00:37-06:00,2025-12-11 17:10:35-06:00,E. Spencer Kyte,spencerkyte
/news/brandon-royval-knows-how-good-he-is-now-ufc-fight-night-royval-vs-kape-vegas-112,Athletes,3 weeks ago,Brandon Royval Knows How Good He Is Now,Brandon Royval Knows How Good He Is Now,"Ahead Of His 12th UFC Fight, Brandon Royval Is Accustomed To And Enjoying His Status As One Of The Best Flyweights In The World",2025-12-11 16:30:00-06:00,2025-12-11 16:43:54-06:00,Zac Pacleb,ZacPacleb
/news/king-green-one-of-a-kind-ufc-vegas-112,Athletes,3 weeks ago,King Green | One Of A Kind,King Green | One Of A Kind,Veteran Lightweight Discusses His Why Ahead Of Return To Action On Saturday,2025-12-11 13:37:53-06:00,2025-12-11 13:47:37-06:00,E. Spencer Kyte,spencerkyte
/news/gillian-robertson-aiming-to-be-undeniable-ufc-vegas-112,Athletes,3 weeks ago,Gillian Robertson Aiming To Be Undeniable,Gillian Robertson Aiming To Be Undeniable,Record-Setting Strawweight Seeks Inclusion In Title Conversation,2025-12-11 12:20:19-06:00,2025-12-11 12:28:31-06:00,E. Spencer Kyte,spencerkyte
/news/morgan-charriere-always-brings-excitement-ufc-vegas-112,Athletes,3 weeks ago,Morgan Charriere Always Brings Excitement,Morgan Charriere Always Brings Excitement,"French Standout Talks Journey To UFC, Fan-Friendly Fighting Style",2025-12-10 20:53:48-06:00,2025-12-10 21:16:16-06:00,E. Spencer Kyte,spencerkyte
/news/andrew-tackett-the-whirlwind-year-continues-ufc-bjj-4,Athletes,3 weeks ago,Andrew Tackett's Whirlwind Year Continues | UFC BJJ,Andrew Tackett's Whirlwind Year Continues | UFC BJJ,"UFC BJJ Welterweight Champ Advocates For Scraps, Chasing Happy Holiday Season",2025-12-10 13:20:00-06:00,2025-12-10 16:00:54-06:00,E. Spencer Kyte,SpencerKyte
/news/where-we-stand-bantamweight-division,Athletes,3 weeks ago,Where We Stand: Bantamweight Division | December 2025,Where We Stand: Bantamweight Division | December 2025,"Bantamweight Champion Petr Yan Defeated Merab Dvalishvili To Reclaim Gold At UFC 323, Setting Up A Crowded Chase For The Throne Entering 2026",2025-12-10 12:45:00-06:00,2025-12-10 12:50:00-06:00,Zac Pacleb,ZacPacleb
/news/where-we-stand-flyweight-division,Athletes,3 weeks ago,Where We Stand: Flyweight Division | December 2025,Where We Stand: Flyweight Division | December 2025,"After An Unfortunate End To Alexandre Pantoja's Reign As Champion, Joshua Van Seeks To Carve Out His Own Legacy",2025-12-09 18:40:00-06:00,2025-12-09 18:51:37-06:00,Zac Pacleb,ZacPacleb
/news/fighters-on-the-rise-ufc-fight-night-royval-vs-kape-vallejos-amosov-oleksiejczuk,Athletes,3 months ago,Fighters on the Rise | UFC Fight Night: Royval vs…,Fighters on the Rise | UFC Fight Night: Royval vs Kape,Identifying Three Talented Neophytes To Track On The Final Card Of 2025,2025-12-09 17:15:18-06:00,2025-12-09 17:24:48-06:00,E. Spencer Kyte,
/news/bigger-picture-ufc-323-dvalishvili-vs-yan-2,Fight Coverage,3 weeks ago,The Bigger Picture | UFC 323: Dvalishvili vs Yan 2,The Bigger Picture | UFC 323: Dvalishvili vs Yan 2,Unpacking Everything That Happened At T-Mobile Arena On Saturday Night ,2025-12-07 16:10:08-06:00,2025-12-07 16:40:30-06:00,E. Spencer Kyte,
/news/main-card-results-ufc-323-dvalishvili-vs-yan-2-event-tonight-recaps-highlights-interviews,Results,3 weeks ago,Main Card Results | UFC 323: Dvalishvili vs Yan 2,Main Card Results | UFC 323: Dvalishvili vs Yan 2,"Get Live Results, Watch Post-Fight Interviews With The Main Card Winners And More From UFC 323: Dvalishvili vs Yan 2, Live From T-Mobile Arena In Las Vegas On December 6",2025-12-06 21:00:00-06:00,2025-12-07 01:21:25-06:00,E. Spencer Kyte,SpencerKyte
/news/prelim-results-ufc-323-dvalishvili-vs-yan-2-event-tonight-recaps-highlights-interviews,Results,3 weeks ago,Prelim Results | UFC 323: Dvalishvili vs Yan 2,Prelim Results | UFC 323: Dvalishvili vs Yan 2,"Get Live Results, Watch Post-Fight Interviews With The Prelim Winners And More From UFC 323: Dvalishvili vs Yan 2, Live From T-Mobile Arena In Las Vegas On December 6",2025-12-06 19:00:00-06:00,2025-12-06 21:55:58-06:00,E. Spencer Kyte,SpencerKyte
/news/ufc-tonight-fight-fight-preview-ufc-323-dvalishvili-vs-yan-2,Fight Coverage,3 weeks ago,UFC Tonight: Fight By Fight Preview | UFC 323:…,UFC Tonight: Fight By Fight Preview | UFC 323: Dvalishvili vs Yan 2,Setting The Stage For The Final Numbered Event Of 2025 This Weekend,2025-12-06 13:19:17-06:00,2025-12-06 09:24:07-06:00,E. Spencer Kyte,spencerkyte
/news/chris-duncan-knock-them-down-ufc-323,Athletes,3 weeks ago,"Chris Duncan | Line Them Up, And I’ll Knock Them Down","Chris Duncan | Line Them Up, And I’ll Knock Them Down","Scottish Lightweight Plans To Gatecrash The Top 15, And Sees Victory At UFC 323 As The Perfect Launchpad For A Big Year In 2026",2025-12-05 10:00:00-06:00,2025-12-05 09:55:00-06:00,Simon Head,simonheadsport
/news/henry-cejudo-triple-c-last-dance-ufc-323,Athletes,3 weeks ago,Henry Cejudo | Triple C’s Last Dance,Henry Cejudo | Triple C’s Last Dance,"Former Two-Division Champion On His Nicknames, His Future Plans, And His Final Fight Thoughts Ahead Of UFC 323",2025-12-05 09:00:00-06:00,2025-12-05 08:55:00-06:00,Simon Head,simonheadsport
/news/mansur-abdul-malik-humble-thoughtful-dangerous,Athletes,3 weeks ago,"Mansur Abdul-Malik | Humble, Thoughtful, Dangerous","Mansur Abdul-Malik | Humble, Thoughtful, Dangerous","DWCS Grad A Gentleman Outside The Octagon, A Burgeoning Threat Inside",2025-12-05 08:00:00-06:00,2025-12-05 07:55:00-06:00,E. Spencer Kyte,
/news/jan-blachowicz-dont-sleep-polish-power-ufc-323,Athletes,4 weeks ago,Jan Błachowicz | Don’t Sleep On The ‘Legendary…,Jan Błachowicz | Don’t Sleep On The ‘Legendary Polish Power’,Former UFC Light Heavyweight Champion Wants To Give The MMA World A Timely Reminder Of His Punching Power At UFC 323,2025-12-04 16:23:00-06:00,2025-12-04 16:38:09-06:00,Simon Head,simonheadsport
/news/brandon-moreno-still-prime-ufc-323,Athletes,4 weeks ago,Brandon Moreno Is Still In His Prime,Brandon Moreno Is Still In His Prime,"Two-Time Former Flyweight Champion Is Still In The Championship Picture at 125 Pounds, And Plans On Making A Statement Against A Rising Star At UFC 323",2025-12-04 15:23:54-06:00,2025-12-04 15:41:20-06:00,Simon Head,simonheadsport
/news/tatsuro-taira-closer-to-dream-ufc-323,Athletes,4 weeks ago,Tatsuro Taira Is Edging Closer To His Dream,Tatsuro Taira Is Edging Closer To His Dream,"Japanese Flyweight Contender Wants To Bring UFC Gold Back Home, And Knows Victory Over Brandon Moreno at UFC 323 Will Move Him One Step Closer To That Goal",2025-12-04 12:37:33-06:00,2025-12-04 12:52:34-06:00,Simon Head,simonheadsport
/news/maycee-barber-been-too-long-ufc-323,Athletes,4 weeks ago,Maycee Barber: 'It's Been Too Long',Maycee Barber: 'It's Been Too Long',Flyweight Standout Opens Up About Extended Absence Ahead Of UFC 323 Return,2025-12-04 11:59:32-06:00,2025-12-04 11:49:04-06:00,E. Spencer Kyte,
/news/fares-ziam-growing-serious-threat-ufc-323-lightweight,Athletes,4 weeks ago,Farès Ziam | Growing Into A Serious Threat,Farès Ziam | Growing Into A Serious Threat,French Lightweight Seeks Sixth Straight Win At UFC 323,2025-12-04 10:00:00-06:00,2025-12-04 10:00:00-06:00,E. Spencer Kyte,spencerkyte
/news/payton-talbott-keeps-taking-chances-bantamweight-ufc-323,Athletes,4 weeks ago,Payton Talbott Keeps Taking Chances,Payton Talbott Keeps Taking Chances,"Bantamweight Prospect Discusses Lessons Learned, Facing Henry Cejudo At UFC 323",2025-12-04 09:00:00-06:00,2025-12-04 09:00:00-06:00,E. Spencer Kyte,spencerkyte
/news/petr-yans-chance-to-rewrite-the-story-ufc-323,Athletes,4 weeks ago,Petr Yan’s Chance To Rewrite The Story,Petr Yan’s Chance To Rewrite The Story,Former Bantamweight Champ Looks To Reclaim The Title In A Rematch With Merab Dvalishvili At UFC 323,2025-12-04 08:00:00-06:00,2025-12-04 07:55:00-06:00,Kevin Schuster,
/news/grant-dawson-big-game-hunting-ufc-323,Athletes,4 weeks ago,Grant Dawson | Big Game Hunting,Grant Dawson | Big Game Hunting,Talented Lightweight Looking To Secure Greater Opportunities With UFC 323 Victory,2025-12-03 13:07:00-06:00,2025-12-03 13:10:59-06:00,E. Spencer Kyte,SpencerKyte
/news/alexandre-pantoja-viva-las-vegas-ufc-323,Athletes,4 weeks ago,Alexandre Pantoja | Viva Las Vegas,Alexandre Pantoja | Viva Las Vegas,"Flyweight Champ Talks Vegas Successes, State Of The Division, Facing Joshua Van",2025-12-03 11:33:36-06:00,2025-12-03 11:55:33-06:00,E. Spencer Kyte,
/news/merab-dvalishvili-focused-today-already-thinking-about-tomorrow,Athletes,4 weeks ago,"Merab Dvalishvili | Focused On Today, Already…","Merab Dvalishvili | Focused On Today, Already Thinking About Tomorrow","Bantamweight Champ Ready For Stern Test On Saturday, Lays Out 2026 Plans",2025-12-02 21:07:37-06:00,2025-12-02 21:23:31-06:00,E. Spencer Kyte,
/news/fighters-on-the-rise-ufc-323,Athletes,4 weeks ago,Fighters on the Rise | UFC 323: Dvalishvili vs Yan 2,Fighters on the Rise | UFC 323: Dvalishvili vs Yan 2,Identifying Three Emerging Talents To Watch This Weekend At T-Mobile Arena,2025-12-02 15:00:00-06:00,2025-12-02 18:11:41-06:00,E. Spencer Kyte,
/news/coach-convo-pantoja-vs-van-co-main-ufc-323,Fight Preview,4 weeks ago,Coach Conversation | Alexandre Pantoja vs Joshua Van,Coach Conversation | Alexandre Pantoja vs Joshua Van,New England Cartel Leader Tyson Chartier Dissects Saturday’s Flyweight Title Fight At UFC 323: Dvalishvili vs Yan 2,2025-12-02 12:21:03-06:00,2025-12-02 12:50:01-06:00,E. Spencer Kyte,
/news/nazim-sadykhov-the-hard-work-starts-now-ufc-323,Athletes,4 weeks ago,Nazim Sadykhov | The Hard Work Starts Now,Nazim Sadykhov | The Hard Work Starts Now,"Ascending Lightweight Shares Outlook, Mission Ahead Of UFC 323 This Weekend",2025-12-02 09:00:00-06:00,2025-12-02 09:00:00-06:00,E. Spencer Kyte,spencerkyte
/news/joshua-van-time-to-complete-the-takeover-ufc-323,Athletes,4 weeks ago,Joshua Van | Time To Complete The Takeover,Joshua Van | Time To Complete The Takeover,"Flyweight Title Challenger Discusses Prophetic Comments, Facing Alexandre Pantoja",2025-12-02 08:00:00-06:00,2025-12-02 08:00:00-06:00,E. Spencer Kyte,spencerkyte
/news/coach-conversation-ufc-323-dvalishvili-vs-yan-2,Fight Coverage,1 month ago,Coach Conversation | UFC 323: Dvalishvili vs Yan 2,Coach Conversation | UFC 323: Dvalishvili vs Yan 2,Standout Striking Coach Sean Madden Helps Break Down Saturday’s Bantamweight Championship Clash,2025-11-30 03:44:51-06:00,2025-11-30 04:01:56-06:00,E. Spencer Kyte,spencerkyte
/news/the-10-closing-out-2025-with-a-bang,Fight Coverage,1 month ago,The 10 | Closing Out 2025 With A Bang,The 10 | Closing Out 2025 With A Bang,Detailing The Most Intriguing Pairings Set To Hit The Octagon In December,2025-11-28 17:18:00-06:00,2025-11-28 17:18:22-06:00,E. Spencer Kyte,SpencerKyte
/news/ufc-2025-incredible-year-still-has-more-to-offer,Fight Coverage,1 month ago,UFC 2025 | Incredible Year Still Has More To Offer,UFC 2025 | Incredible Year Still Has More To Offer,"With Two Events Remaining, 2025 Has Already Been A Monumental Year",2025-11-26 11:45:00-06:00,2025-11-26 11:49:52-06:00,E. Spencer Kyte,spencerkyte
/news/louis-jourdain-ready-stand-alongside-his-big-brother-again-dana-white-contender-series,Athletes,1 month ago,Louis Jourdain Ready to Stand Alongside His Big…,Louis Jourdain Ready to Stand Alongside His Big Brother Again,"Dana White’s Contender Series Grad Talks Reaching UFC, Dynamics With Older Brother Charles",2025-11-25 12:50:50-06:00,2025-11-25 13:01:11-06:00,E. Spencer Kyte,spencerkyte
/news/scorecard-ufc-qatar,Athletes,1 month ago,The Scorecard | UFC Qatar,The Scorecard | UFC Qatar,"Take A Look At The Biggest Winners From UFC Fight Night: Tsarukyan vs Hooker, From Ali Bin Hamad Al-Attiyah Arena in Doha, Qatar, On November 22, 2025",2025-11-23 15:06:29-06:00,2025-11-23 15:47:09-06:00,Simon Head,simonheadsport
/news/ufc-qatar-main-card-results-ufc-fight-night-tsarukyan-vs-hooker-event-tonight-recaps-highlights-interviews,Results,1 month ago,Main Card Results | UFC Qatar,Main Card Results | UFC Qatar,"Get Live Results, Watch Post-Fight Interviews With The Main Card Winners And More From UFC Fight Night: Tsarukyan vs Hooker, Live From ABHA Arena in Doha, Qatar On November 22",2025-11-22 14:44:00-06:00,2025-11-22 15:34:06-06:00,E. Spencer Kyte,SpencerKyte
/news/ufc-qatar-prelim-results-ufc-fight-night-tsarukyan-vs-hooker-event-tonight-recaps-highlights-interviews,Results,1 month ago,Prelim Results | UFC Qatar,Prelim Results | UFC Qatar,"Get Live Results, Watch Post-Fight Interviews With The Prelim Winners And More From UFC Fight Night: Tsarukyan vs Hooker, Live From ABHA Arena in Doha, Qatar On November 22",2025-11-22 10:07:01-06:00,2025-11-22 12:33:21-06:00,E. Spencer Kyte,SpencerKyte
/news/arman-tsarukyan-has-gold-on-his-mind-in-doha-ufc-qatar,Athletes,1 month ago,Arman Tsarukyan Has Gold On His Mind In Doha,Arman Tsarukyan Has Gold On His Mind In Doha,"Ahead Of His First Fight Since April 2024, Arman Tsarukyan Believes He Can Earn A Shot At The Lightweight Title With A Stylish Win Over Dan Hooker",2025-11-21 09:30:00-06:00,2025-11-21 09:25:00-06:00,Zac Pacleb,
/news/nicolas-dalby-experience-is-key-ufc-qatar,Athletes,1 month ago,Nicolas Dalby | Experience Is Key,Nicolas Dalby | Experience Is Key,"Danish Welterweight May Be In The Veteran Stage Of His Career, But He's Never Stopped His Quest For Improvement",2025-11-21 09:00:00-06:00,2025-11-21 08:55:00-06:00,Simon Head,simonheadsport
/news/volkan-oezdemir-no-time-like-present-ufc-qatar,Athletes,1 month ago,Volkan Oezdemir | 'No Time' Like The Present,Volkan Oezdemir | 'No Time' Like The Present,Veteran Light Heavyweight Contender Plans On Igniting Another Run Towards Title Contention At 205 Pounds,2025-11-21 07:10:33-06:00,2025-11-21 06:55:00-06:00,Simon Head,simonheadsport
/news/kyoji-horiguchi-one-step-at-a-time-ufc-qatar,Athletes,1 month ago,Kyoji Horiguchi | One Step At A Time,Kyoji Horiguchi | One Step At A Time,"Returning Japanese Standout Focused Exclusively On Task At Hand, For Now",2025-11-20 16:10:00-06:00,2025-11-21 08:00:00-06:00,E. Spencer Kyte,SpencerKyte
/news/alex-perez-grateful-for-the-ride-ufc-qatar,Athletes,1 month ago,Alex Perez | Grateful For The Ride,Alex Perez | Grateful For The Ride,Flyweight Discusses Recovery From ACL Surgery And His Plan To Get Back Into Title Contention,2025-11-20 12:40:00-06:00,2025-11-20 17:42:05-06:00,Maddyn Johnstone,
/news/ryan-loder-is-always-evolving-ufc-qatar,Athletes,1 month ago,Ryan Loder Is Always Evolving,Ryan Loder Is Always Evolving,Former Ultimate Fighter Winner Ryan Loder Is Eager To Show His Improvements And Secure His First UFC Win At UFC Fight Night: Tsarukyan vs Hooker,2025-11-20 10:50:28-06:00,2025-11-20 17:42:12-06:00,Zac Pacleb,
/news/ian-machado-garry-wants-to-be-undeniable-ufc-qatar,Athletes,1 month ago,Ian Machado Garry Wants To Be Undeniable,Ian Machado Garry Wants To Be Undeniable,Irish Welterweight Contender Is Ready To Prove He's The Number One Contender By Finishing A Former Champion In Doha,2025-11-20 07:20:18-06:00,2025-11-20 17:42:20-06:00,Simon Head,simonheadsport
